"","rep.NA..length.out_f...1...","rep.NA..length.out_f...1....1","rep.NA..length.out_f...1....2"
"1107",0.81621285098527,0.876084707877513,0.889549180327598
"1108",0.81636579406228,0.87612639527873,0.889549180327606
"1109",0.816518331113337,0.876167942726849,0.889549180327614
"1110",0.816670463519266,0.876209350757101,0.889549180327622
"1111",0.816822192655177,0.87625061990228,0.889549180327629
"1112",0.816973519890484,0.876291750692758,0.889549180327636
"1113",0.817124446588939,0.876332743656496,0.889549180327642
"1114",0.817274974108652,0.876373599319057,0.889549180327649
"1115",0.817425103802123,0.87641431820362,0.889549180327655
"1116",0.817574837016268,0.876454900830995,0.889549180327661
"1117",0.817724175092448,0.876495347719632,0.889549180327666
"1118",0.817873119366485,0.876535659385636,0.889549180327672
"1119",0.818021671168695,0.87657583634278,0.889549180327677
"1120",0.818169831823913,0.876615879102517,0.889549180327682
"1121",0.818317602651518,0.876655788173993,0.889549180327688
"1122",0.818464984965463,0.87669556406406,0.889549180327693
"1123",0.818611980074292,0.876735207277288,0.889549180327698
"1124",0.818758589281171,0.876774718315976,0.889549180327702
"1125",0.818904813883913,0.876814097680166,0.889549180327706
"1126",0.819050655175003,0.876853345867657,0.889549180327709
"1127",0.819196114441621,0.876892463374013,0.889549180327713
"1128",0.819341192965672,0.876931450692577,0.889549180327716
"1129",0.819485892023803,0.876970308314484,0.88954918032772
"1130",0.819630212887431,0.877009036728671,0.889549180327723
"1131",0.819774156822771,0.877047636421891,0.889549180327727
"1132",0.819917725090858,0.877086107878723,0.88954918032773
"1133",0.820060918947573,0.877124451581584,0.889549180327732
"1134",0.820203739643664,0.877162668010741,0.889549180327735
"1135",0.820346188424766,0.877200757644323,0.889549180327737
"1136",0.820488266531433,0.877238720958331,0.88954918032774
"1137",0.82062997519916,0.877276558426651,0.889549180327742
"1138",0.820771315658405,0.877314270521065,0.889549180327744
"1139",0.820912289134611,0.877351857711262,0.889549180327746
"1140",0.82105289684823,0.877389320464846,0.889549180327748
"1141",0.821193140014751,0.877426659247355,0.88954918032775
"1142",0.821333019844717,0.877463874522263,0.889549180327752
"1143",0.821472537543753,0.877500966750998,0.889549180327754
"1144",0.821611694312586,0.877537936392949,0.889549180327756
"1145",0.821750491347068,0.877574783905477,0.889549180327758
"1146",0.821888929838198,0.877611509743929,0.889549180327759
"1147",0.822027010972145,0.877648114361644,0.889549180327761
"1148",0.822164735930279,0.877684598209967,0.889549180327763
"1149",0.822302105889182,0.877720961738259,0.889549180327764
"1150",0.822439122020673,0.877757205393907,0.889549180327766
"1151",0.822575785491831,0.877793329622333,0.889549180327767
"1152",0.822712097465017,0.877829334867007,0.889549180327769
"1153",0.822848059097897,0.877865221569457,0.88954918032777
"1154",0.822983671543465,0.877900990169276,0.889549180327772
"1155",0.823118935950059,0.877936641104138,0.889549180327772
"1156",0.823253853461387,0.877972174809801,0.889549180327773
"1157",0.823388425216549,0.878007591720123,0.889549180327774
"1158",0.823522652350056,0.878042892267069,0.889549180327775
"1159",0.823656535991856,0.878078076880723,0.889549180327776
"1160",0.823790077267347,0.878113145989293,0.889549180327776
"1161",0.823923277297407,0.878148100019127,0.889549180327777
"1162",0.824056137198407,0.878182939394721,0.889549180327777
"1163",0.824188658082235,0.878217664538724,0.889549180327778
"1164",0.824320841056323,0.878252275871955,0.889549180327778
"1165",0.824452687223661,0.878286773813407,0.889549180327778
"1166",0.824584197682818,0.878321158780258,0.889549180327778
"1167",0.824715373527959,0.878355431187883,0.889549180327778
"1168",0.824846215848873,0.878389591449858,0.889549180327778
"1169",0.824976725730989,0.878423639977974,0.889549180327779
"1170",0.825106904255398,0.878457577182246,0.889549180327779
"1171",0.82523675249887,0.87849140347092,0.889549180327779
"1172",0.825366271533873,0.878525119250483,0.889549180327779
"1173",0.825495462428601,0.878558724925672,0.889549180327779
"1174",0.825624326246984,0.878592220899483,0.889549180327779
"1175",0.825752864048716,0.878625607573181,0.889549180327779
"1176",0.825881076889267,0.878658885346309,0.889549180327779
"1177",0.826008965819908,0.878692054616694,0.889549180327779
"1178",0.826136531887726,0.87872511578046,0.889549180327779
"1179",0.826263776135646,0.878758069232033,0.889549180327779
"1180",0.826390699602454,0.878790915364152,0.88954918032778
"1181",0.826517303322809,0.878823654567877,0.88954918032778
"1182",0.826643588327266,0.878856287232598,0.889549180327779
"1183",0.826769555642292,0.878888813746042,0.889549180327779
"1184",0.826895206290284,0.878921234494285,0.889549180327778
"1185",0.827020541289595,0.878953549861756,0.889549180327778
"1186",0.827145561654546,0.878985760231248,0.889549180327778
"1187",0.827270268395444,0.879017865983927,0.889549180327777
"1188",0.827394662518604,0.879049867499338,0.889549180327777
"1189",0.827518745026364,0.879081765155415,0.889549180327777
"1190",0.827642516917108,0.879113559328489,0.889549180327776
"1191",0.827765979185279,0.879145250393294,0.889549180327776
"1192",0.827889132821402,0.87917683872298,0.889549180327776
"1193",0.828011978812095,0.879208324689116,0.889549180327776
"1194",0.828134518140093,0.879239708661699,0.889549180327776
"1195",0.828256751784263,0.879270991009165,0.889549180327775
"1196",0.828378680719624,0.879302172098394,0.889549180327775
"1197",0.828500305917366,0.879333252294719,0.889549180327775
"1198",0.82862162834486,0.879364231961934,0.889549180327775
"1199",0.828742648965681,0.879395111462298,0.889549180327775
"1200",0.828863368739623,0.879425891156552,0.889549180327774
"1201",0.82898378862272,0.879456571403914,0.889549180327774
"1202",0.829103909567261,0.879487152562098,0.889549180327774
"1203",0.829223732521803,0.879517634987316,0.889549180327774
"1204",0.829343258431194,0.879548019034285,0.889549180327774
"1205",0.829462488236586,0.879578305056237,0.889549180327774
"1206",0.829581422875456,0.879608493404925,0.889549180327774
"1207",0.829700063281618,0.879638584430631,0.889549180327773
"1208",0.829818410385243,0.879668578482174,0.889549180327773
"1209",0.829936465112874,0.879698475906914,0.889549180327773
"1210",0.830054228387441,0.879728277050764,0.889549180327773
"1211",0.83017170112828,0.879757982258195,0.889549180327773
"1212",0.830288884251151,0.879787591872241,0.889549180327772
"1213",0.830405778668253,0.879817106234511,0.889549180327772
"1214",0.830522385288234,0.879846525685191,0.889549180327771
"1215",0.830638705016215,0.879875850563055,0.889549180327771
"1216",0.830754738753801,0.87990508120547,0.88954918032777
"1217",0.830870487399101,0.879934217948403,0.88954918032777
"1218",0.83098595184674,0.879963261126429,0.889549180327769
"1219",0.831101132987877,0.879992211072738,0.889549180327769
