"","Control","Infection","IC","IN"
"483",-1.99707739084103e-36,0.900497512580036,NA,0.900497512580036
"484",-1.88150723447516e-36,0.900497512574735,NA,0.900497512574735
"485",-1.84617063154821e-36,0.90049751254368,NA,0.90049751254368
"486",-1.99836571749071e-36,0.900497512581072,NA,0.900497512581072
"487",-1.72646216379641e-36,0.900497512545589,NA,0.900497512545589
"488",-1.76970175788211e-36,0.900497512569209,NA,0.900497512569209
"489",-1.60804705091757e-36,0.900497512542406,NA,0.900497512542406
"490",-2.02287712243267e-36,0.900497512587938,NA,0.900497512587938
"491",-2.00229996478416e-36,0.900497512583094,NA,0.900497512583094
"492",-2.02973791203388e-36,0.900497512590134,NA,0.900497512590134
"493",-1.6810644022601e-36,0.900497512537836,NA,0.900497512537836
"494",-2.0087021395464e-36,0.900497512585273,NA,0.900497512585273
"495",-1.89846951009129e-36,0.900497512581432,NA,0.900497512581432
"496",-1.67575838064403e-36,0.900497512541574,NA,0.900497512541574
"497",-1.67312184930034e-36,0.900497512545941,NA,0.900497512545941
"498",-1.78426165192584e-36,0.900497512567758,NA,0.900497512567758
"499",-1.71288702752692e-36,0.900497512556239,NA,0.900497512556239
"500",-1.65808678052054e-36,0.900497512544775,NA,0.900497512544775
"501",-1.66767304049387e-36,0.900497512547452,NA,0.900497512547452
"502",-1.86871901860575e-36,0.900497512555292,NA,0.900497512555292
"503",-1.64543699111306e-36,0.900497512537995,NA,0.900497512537995
"504",-1.63972016378016e-36,0.900497512536844,NA,0.900497512536844
"505",-1.7154703337481e-36,0.900497512554513,NA,0.900497512554513
"506",-1.89897116591789e-36,0.900497512560813,NA,0.900497512560813
"507",-1.67800400132418e-36,0.900497512549048,NA,0.900497512549048
"508",-1.7774903096963e-36,0.900497512564335,NA,0.900497512564335
"509",-1.72807908735468e-36,0.900497512556508,NA,0.900497512556508
"510",-1.7815261910538e-36,0.900497512565046,NA,0.900497512565046
"511",-1.78762972465391e-36,0.900497512566085,NA,0.900497512566085
"512",-1.6061735310596e-36,0.90049751253721,NA,0.90049751253721
"513",-1.64428419435351e-36,0.900497512523666,NA,0.900497512523666
"514",-1.79954331341773e-36,0.900497512568135,NA,0.900497512568135
"515",-1.78424525034488e-36,0.900497512565556,NA,0.900497512565556
"516",-1.82206382934344e-36,0.900497512572072,NA,0.900497512572072
"517",-1.75566989021024e-36,0.900497512564414,NA,0.900497512564414
"518",-1.78996459155231e-36,0.90049751256652,NA,0.90049751256652
"519",-1.6179434679418e-36,0.90049751254059,NA,0.90049751254059
"520",-1.63739029050743e-36,0.900497512527439,NA,0.900497512527439
"521",-1.63300718170292e-36,0.900497512526479,NA,0.900497512526479
"522",-1.64275446395163e-36,0.900497512533808,NA,0.900497512533808
"523",-1.6363789777433e-36,0.900497512528128,NA,0.900497512528128
"524",-1.57374496196993e-36,0.900497512533589,NA,0.900497512533589
"525",-1.57047920751943e-36,0.900497512535532,NA,0.900497512535532
"526",-1.5690220927901e-36,0.900497512535653,NA,0.900497512535653
"527",-1.52538571729925e-36,0.900497512515514,NA,0.900497512515514
"528",-1.81681598507821e-36,0.900497512570944,NA,0.900497512570944
"529",-1.4800903129862e-36,0.900497512540198,NA,0.900497512540198
"530",-1.60512720573505e-36,0.900497512522254,NA,0.900497512522254
"531",-1.62163574715742e-36,0.900497469554354,NA,0.900497469554354
"532",-1.83900728518202e-36,0.900497512574816,NA,0.900497512574816
"533",-1.84437973385348e-36,0.900497512571137,NA,0.900497512571137
"534",-1.60996271436842e-36,0.900497512525159,NA,0.900497512525159
"535",-1.7317539221679e-36,0.900497512556226,NA,0.900497512556226
"536",-1.79866346661788e-36,0.900497512567265,NA,0.900497512567265
"537",-1.59901476844966e-36,0.900497512525844,NA,0.900497512525844
"538",-1.659293663778e-36,0.900497512560125,NA,0.900497512560125
"539",-1.77323152064624e-36,0.90049751256501,NA,0.90049751256501
"540",-1.5542644835811e-36,0.900497512516268,NA,0.900497512516268
"541",-1.64200781673452e-36,0.900497512542815,NA,0.900497512542815
"542",-1.59477912030063e-36,0.90049751253322,NA,0.90049751253322
"543",-1.52183963857577e-36,0.900497512534452,NA,0.900497512534452
"544",-1.70071251788331e-36,0.900497512535499,NA,0.900497512535499
"545",-1.58836006915091e-36,0.900497512534449,NA,0.900497512534449
"546",-1.61562767162933e-36,0.900497512542682,NA,0.900497512542682
"547",-1.55109708416705e-36,0.900497512539049,NA,0.900497512539049
"548",-1.60947037530134e-36,0.900497512536279,NA,0.900497512536279
"549",-1.52278585947947e-36,0.9004975125311,NA,0.9004975125311
