"","z_sc","z_ic","z_in"
"1",0.211909456250812,0.567486739294777,0.290280441848336
"2",0.211866760669482,0.567463307462934,0.290257372244693
"3",0.21182387047541,0.567439768825353,0.290234197989721
"4",0.211780784814022,0.567416122913034,0.290210918628522
"5",0.211737502939199,0.567392369316499,0.290187533764867
"6",0.211694023841875,0.567368507481961,0.29016404286053
"7",0.211650346694381,0.567344536955185,0.290140445475364
"8",0.211606470628758,0.567320457259825,0.290116741147529
"9",0.211562394773604,0.567296267917645,0.290092929413394
"10",0.211518118254083,0.567271968448527,0.290069009807551
"11",0.211473640191917,0.567247558370459,0.290044981862803
"12",0.21142895970537,0.567223037199536,0.290020845110163
"13",0.211384075909488,0.567198404450084,0.289996599078979
"14",0.211338987915307,0.567173659634229,0.289972243296511
"15",0.211293694830701,0.567148802262363,0.289947777288386
"16",0.211248195760051,0.567123831842958,0.289923200578423
"17",0.211202489804207,0.567098747882552,0.289898512688613
"18",0.211156576060513,0.567073549885756,0.289873713139129
"19",0.211110453622785,0.567048237355246,0.289848801448322
"20",0.211064121581314,0.567022809791763,0.289823777132715
"21",0.211017579022846,0.566997266694102,0.289798639707001
"22",0.210970825030582,0.566971607559114,0.289773388684038
"23",0.210923858684159,0.566945831881692,0.289748023574842
"24",0.210876679059648,0.566919939154774,0.289722543888586
"25",0.210829285229542,0.566893928869333,0.289696949132594
"26",0.210781676262745,0.566867800514372,0.289671238812336
"27",0.210733851224565,0.566841553576922,0.289645412431428
"28",0.210685809176703,0.566815187542034,0.289619469491619
"29",0.210637549177244,0.566788701892773,0.289593409492796
"30",0.210589070280649,0.566762096110216,0.289567231932974
"31",0.210540371537743,0.566735369673447,0.289540936308295
"32",0.21049145199571,0.566708522059546,0.28951452211302
"33",0.210442310698077,0.566681552743593,0.289487988839529
"34",0.210392946684713,0.566654461198654,0.289461335978314
"35",0.210343358991813,0.566627246895784,0.289434563017975
"36",0.210293546651892,0.566599909304014,0.289407669445218
"37",0.210243508693775,0.566572447890353,0.289380654744848
"38",0.21019324414259,0.566544862119779,0.289353518399768
"39",0.210142752019754,0.566517151455236,0.289326259890972
"40",0.210092031342969,0.566489315357626,0.289298878697542
"41",0.210041081126211,0.566461353285808,0.289271374296645
"42",0.209989900379721,0.56643326469659,0.289243746163526
"43",0.209938488109994,0.566405049044726,0.28921599377151
"44",0.209886843319775,0.56637670578291,0.28918811659199
"45",0.209834965008045,0.566348234361771,0.289160114094431
"46",0.209782852170015,0.566319634229871,0.289131985746358
"47",0.209730503797117,0.566290904833694,0.28910373101336
"48",0.209677918876994,0.566262045617647,0.289075349359082
"49",0.209625096393493,0.566233056024054,0.289046840245219
"50",0.209572035326653,0.566203935493149,0.289018203131519
"51",0.2095187346527,0.566174683463072,0.288989437475773
"52",0.209465193344037,0.566145299369866,0.288960542733811
"53",0.209411410369236,0.566115782647472,0.288931518359506
"54",0.209357384693027,0.56608613272772,0.28890236380476
"55",0.209303115276292,0.566056349040332,0.288873078519508
"56",0.209248601076056,0.56602643101291,0.288843661951711
"57",0.209193841045478,0.565996378070936,0.288814113547353
"58",0.209138834133843,0.565966189637765,0.288784432750438
"59",0.209083579286553,0.565935865134622,0.288754619002983
"60",0.209028075445121,0.565905403980596,0.288724671745023
"61",0.208972321547159,0.565874805592637,0.288694590414597
"62",0.208916316526374,0.56584406938555,0.288664374447751
"63",0.208860059312556,0.565813194771993,0.288634023278534
"64",0.208803548831571,0.565782181162467,0.288603536338992
"65",0.208746784005357,0.56575102796532,0.288572913059169
"66",0.208689763751908,0.565719734586734,0.288542152867098
"67",0.208632486985273,0.565688300430727,0.288511255188803
"68",0.208574952615548,0.565656724899146,0.288480219448293
"69",0.208517159548861,0.565625007391663,0.288449045067558
"70",0.208459106687372,0.56559314730577,0.288417731466569
"71",0.208400792929263,0.565561144036775,0.288386278063272
"72",0.208342217168728,0.5655289969778,0.288354684273587
"73",0.208283378295968,0.565496705519775,0.288322949511403
"74",0.208224275197181,0.565464269051431,0.288291073188576
"75",0.208164906754559,0.565431686959304,0.288259054714926
"76",0.208105271846276,0.56539895862772,0.288226893498234
"77",0.208045369346481,0.565366083438802,0.288194588944241
"78",0.207985198125294,0.565333060772456,0.28816214045664
"79",0.207924757048795,0.565299890006376,0.288129547437078
"80",0.20786404497902,0.565266570516032,0.288096809285153
"81",0.207803060773953,0.565233101674673,0.288063925398409
"82",0.207741803287515,0.565199482853318,0.288030895172333
"83",0.207680271369564,0.565165713420755,0.287997718000356
"84",0.207618463865883,0.565131792743537,0.287964393273847
"85",0.207556379618174,0.565097720185977,0.287930920382111
"86",0.207494017464054,0.565063495110143,0.28789729871239
"87",0.207431376237043,0.565029116875861,0.287863527649854
"88",0.207368454766564,0.564994584840702,0.287829606577604
"89",0.207305251877931,0.564959898359985,0.287795534876669
"90",0.207241766392345,0.564925056786772,0.287761311926
"91",0.207177997126887,0.564890059471864,0.287726937102474
"92",0.207113942894512,0.564854905763796,0.287692409780884
"93",0.207049602504044,0.564819595008836,0.287657729333945
"94",0.206984974760166,0.564784126550981,0.287622895132286
"95",0.206920058463418,0.564748499731953,0.287587906544451
"96",0.206854852410189,0.564712713891198,0.287552762936893
"97",0.206789355392711,0.564676768365877,0.28751746367398
"98",0.206723566199056,0.564640662490869,0.287482008117983
"99",0.206657483613125,0.564604395598767,0.287446395629084
"100",0.206591106414648,0.564567967019872,0.287410625565366
"101",0.206524433379172,0.564531376082189,0.287374697282817
"102",0.206457463278064,0.56449462211143,0.287338610135325
"103",0.206390194878498,0.564457704431007,0.287302363474678
"104",0.206322626943452,0.564420622362027,0.287265956650562
"105",0.206254758231706,0.564383375223294,0.287229389010561
"106",0.206186587497834,0.564345962331304,0.287192659900151
"107",0.206118113492196,0.56430838300024,0.287155768662706
"108",0.206049334960941,0.564270636541974,0.287118714639488
"109",0.205980250645995,0.56423272226606,0.287081497169655
"110",0.205910859285059,0.564194639479734,0.28704411559025
"111",0.205841159611606,0.564156387487911,0.28700656923621
"112",0.205771150354872,0.564117965593181,0.286968857440357
"113",0.205700830239858,0.56407937309581,0.286930979533401
"114",0.20563019798732,0.564040609293733,0.286892934843938
"115",0.205559252313767,0.564001673482557,0.286854722698448
"116",0.205487991931458,0.563962564955553,0.286816342421297
"117",0.205416415548396,0.563923283003659,0.286777793334735
"118",0.205344521868324,0.563883826915474,0.286739074758894
"119",0.205272309590726,0.56384419597726,0.286700186011789
"120",0.205199777410817,0.563804389472934,0.286661126409317
"121",0.205126924019542,0.563764406684073,0.286621895265257
"122",0.205053748103574,0.563724246889908,0.286582491891269
"123",0.204980248345309,0.563683909367322,0.286542915596894
"124",0.204906423422863,0.56364339339085,0.286503165689553
"125",0.204832272010071,0.563602698232678,0.286463241474549
"126",0.204757792776482,0.563561823162636,0.286423142255066
"127",0.204682984387354,0.563520767448205,0.286382867332166
"128",0.204607845503657,0.563479530354509,0.286342416004794
"129",0.204532374782066,0.563438111144316,0.286301787569775
"130",0.204456570874962,0.563396509078036,0.286260981321815
"131",0.204380432430424,0.563354723413719,0.286219996553502
"132",0.204303958092235,0.563312753407058,0.286178832555306
"133",0.204227146499872,0.563270598311383,0.286137488615579
"134",0.204149996288509,0.56322825737766,0.286095964020555
"135",0.204072506089016,0.563185729854494,0.286054258054353
"136",0.203994674527951,0.563143014988127,0.286012369998976
"137",0.203916500227568,0.563100112022433,0.285970299134312
"138",0.203837981805806,0.563057020198922,0.285928044738135
"139",0.203759117876294,0.563013738756738,0.285885606086105
"140",0.203679907048351,0.562970266932658,0.285842982451773
"141",0.203600347926978,0.562926603961091,0.285800173106576
"142",0.203520439112864,0.562882749074079,0.285757177319843
"143",0.203440179202383,0.562838701501295,0.285713994358796
