,time,S_C,I_C,S_N,I_N
1162,1741.5,96.43852356,42.03405834,264.9729655,346.5544526
1163,1743,96.46635969,42.12366045,264.5463904,346.8635894
1164,1744.5,96.49406581,42.21320844,264.120944,347.1717818
1165,1746,96.52164255,42.30270158,263.6966259,347.47903
1166,1747.5,96.54909057,42.39213915,263.2734359,347.7853344
1167,1749,96.57641049,42.48152043,262.8513736,348.0906955
1168,1750.5,96.60360296,42.57084471,262.4304387,348.3951136
1169,1752,96.63066861,42.66011127,262.0106308,348.6985893
1170,1753.5,96.6576081,42.74931941,261.5919496,349.0011228
1171,1755,96.68442205,42.83846842,261.1743947,349.3027148
1172,1756.5,96.71111111,42.92755759,260.7579656,349.6033656
1173,1758,96.73767592,43.01658624,260.342662,349.9030759
1174,1759.5,96.76411711,43.10555366,259.9284832,350.201846
1175,1761,96.79043533,43.19445916,259.515429,350.4996765
1176,1762.5,96.81663122,43.28330207,259.1034987,350.7965681
1177,1764,96.84270541,43.37208168,258.6926918,351.0925211
1178,1765.5,96.86865855,43.46079733,258.2830078,351.3875363
1179,1767,96.89449127,43.54944834,257.8744462,351.6816142
1180,1768.5,96.92020422,43.63803403,257.4670063,351.9747554
1181,1770,96.94579802,43.72655373,257.0606877,352.2669606
1182,1771.5,96.97127333,43.81500679,256.6554895,352.5582304
1183,1773,96.99663077,43.90339253,256.2514113,352.8485654
1184,1774.5,97.02187098,43.99171029,255.8484523,353.1379664
1185,1776,97.04699461,44.07995943,255.4466119,353.4264341
1186,1777.5,97.07200228,44.1681393,255.0458894,353.713969
1187,1779,97.09689463,44.25624923,254.6462841,354.0005721
1188,1780.5,97.12167231,44.3442886,254.2477952,354.2862439
1189,1782,97.14633593,44.43225676,253.850422,354.5709853
1190,1783.5,97.17088614,44.52015307,253.4541638,354.854797
1191,1785,97.19532358,44.6079769,253.0590197,355.1376799
1192,1786.5,97.21964887,44.69572763,252.6649889,355.4196346
1193,1788,97.24386264,44.78340462,252.2720707,355.700662
1194,1789.5,97.26796554,44.87100725,251.8802642,355.980763
1195,1791,97.29195818,44.95853492,251.4895685,356.2599384
1196,1792.5,97.3158412,45.04598699,251.0999828,356.538189
1197,1794,97.33961524,45.13336288,250.7115062,356.8155157
1198,1795.5,97.36328091,45.22066195,250.3241378,357.0919194
1199,1797,97.38683885,45.30788362,249.9378765,357.367401
1200,1798.5,97.41028969,45.39502729,249.5527217,357.6419614
1201,1800,97.43363404,45.48209235,249.1686721,357.9156015
1202,1801.5,97.45687255,45.56907822,248.785727,358.1883223
1203,1803,97.48000582,45.65598431,248.4038852,358.4601247
1204,1804.5,97.50303449,45.74281003,248.0231458,358.7310097
1205,1806,97.52595918,45.82955481,247.6435078,359.0009782
1206,1807.5,97.54878051,45.91621807,247.2649701,359.2700313
1207,1809,97.5714991,46.00279923,246.8875317,359.53817
1208,1810.5,97.59411557,46.08929773,246.5111915,359.8053952
1209,1812,97.61663054,46.175713,246.1359484,360.0717081
1210,1813.5,97.63904463,46.26204449,245.7618013,360.3371096
1211,1815,97.66135846,46.34829162,245.3887491,360.6016008
1212,1816.5,97.68357264,46.43445385,245.0167907,360.8651828
1213,1818,97.70568778,46.52053064,244.6459249,361.1278567
1214,1819.5,97.7277045,46.60652142,244.2761506,361.3896235
1215,1821,97.74962341,46.69242567,243.9074665,361.6504844
1216,1822.5,97.77144513,46.77824284,243.5398716,361.9104405
1217,1824,97.79317026,46.8639724,243.1733645,362.1694929
1218,1825.5,97.81479941,46.94961381,242.8079441,362.4276427
1219,1827,97.83633319,47.03516655,242.4436091,362.6848912
1220,1828.5,97.85777221,47.1206301,242.0803583,362.9412394
1221,1830,97.87911707,47.20600393,241.7181904,363.1966886
1222,1831.5,97.90036837,47.29128754,241.3571042,363.4512399
1223,1833,97.92152672,47.3764804,240.9970983,363.7048945
1224,1834.5,97.94259272,47.46158202,240.6381715,363.9576538
1225,1836,97.96356697,47.54659188,240.2803224,364.2095188
1226,1837.5,97.98445006,47.63150949,239.9235497,364.4604908
1227,1839,98.00524259,47.71633435,239.567852,364.710571
1228,1840.5,98.02594517,47.80106597,239.213228,364.9597608
1229,1842,98.04655838,47.88570385,238.8596764,365.2080614
1230,1843.5,98.06708282,47.97024752,238.5071957,365.455474
1231,1845,98.08751907,48.05469649,238.1557845,365.702
1232,1846.5,98.10786773,48.13905028,237.8054414,365.9476406
1233,1848,98.12812939,48.22330842,237.4561651,366.1923971
1234,1849.5,98.14830463,48.30747045,237.107954,366.4362709
1235,1851,98.16839404,48.39153589,236.7608067,366.6792633
1236,1852.5,98.1883982,48.47550428,236.4147218,366.9213757
1237,1854,98.20831769,48.55937516,236.0696978,367.1626093
1238,1855.5,98.2281531,48.64314808,235.7257332,367.4029656
1239,1857,98.24790501,48.72682259,235.3828265,367.6424459
1240,1858.5,98.26757399,48.81039824,235.0409762,367.8810516
1241,1860,98.28716061,48.89387459,234.7001808,368.118784
1242,1861.5,98.30666546,48.97725119,234.3604387,368.3556447
1243,1863,98.3260891,49.06052762,234.0217484,368.5916349
1244,1864.5,98.3454321,49.14370343,233.6841084,368.8267561
1245,1866,98.36469504,49.22677821,233.3475171,369.0610097
1246,1867.5,98.38387849,49.30975152,233.0119729,369.2943971
1247,1869,98.402983,49.39262295,232.6774742,369.5269199
1248,1870.5,98.42200915,49.47539207,232.3440194,369.7585794
1249,1872,98.44095749,49.55805849,232.0116069,369.9893771
1250,1873.5,98.45982859,49.64062177,231.6802352,370.2193145
1251,1875,98.478623,49.72308153,231.3499025,370.448393
1252,1876.5,98.49734129,49.80543736,231.0206072,370.6766142
1253,1878,98.515984,49.88768885,230.6923477,370.9039794
1254,1879.5,98.53455169,49.96983562,230.3651223,371.1304903
1255,1881,98.55304492,50.05187727,230.0389294,371.3561484
1256,1882.5,98.57146424,50.13381343,229.7137673,371.5809551
1257,1884,98.58981018,50.21564369,229.3896342,371.804912
1258,1885.5,98.6080833,50.29736769,229.0665285,372.0280205
1259,1887,98.62628415,50.37898504,228.7444484,372.2502824
1260,1888.5,98.64441326,50.46049538,228.4233923,372.471699
1261,1890,98.66247118,50.54189833,228.1033585,372.692272
1262,1891.5,98.68045845,50.62319354,227.7843451,372.9120029
1263,1893,98.6983756,50.70438064,227.4663504,373.1308934
1264,1894.5,98.71622317,50.78545927,227.1493727,373.3489448
1265,1896,98.73400169,50.86642907,226.8334103,373.566159
1266,1897.5,98.75171169,50.9472897,226.5184612,373.7825374
1267,1899,98.7693537,51.02804082,226.2045239,373.9980816
1268,1900.5,98.78692826,51.10868207,225.8915964,374.2127933
1269,1902,98.80443588,51.18921312,225.579677,374.426674
1270,1903.5,98.82187709,51.26963363,225.2687638,374.6397254
1271,1905,98.83925242,51.34994327,224.9588551,374.8519492
1272,1906.5,98.85656237,51.43014171,224.6499491,375.0633469
1273,1908,98.87380747,51.51022863,224.3420438,375.2739201
1274,1909.5,98.89098824,51.5902037,224.0351374,375.4836706
1275,1911,98.90810519,51.6700666,223.7292282,375.6926
1276,1912.5,98.92515883,51.74981703,223.4243143,375.9007099
1277,1914,98.94214966,51.82945467,223.1203937,376.108002
1278,1915.5,98.95907821,51.90897921,222.8174646,376.314478
1279,1917,98.97594497,51.98839036,222.5155252,376.5201395
1280,1918.5,98.99275045,52.0676878,222.2145736,376.7249882
1281,1920,99.00949515,52.14687124,221.9146078,376.9290258
1282,1921.5,99.02617956,52.22594039,221.615626,377.1322541
1283,1923,99.0428042,52.30489497,221.3176262,377.3346746
1284,1924.5,99.05936955,52.38373467,221.0206066,377.5362892
1285,1926,99.0758761,52.46245923,220.7245652,377.7370994
1286,1927.5,99.09232435,52.54106836,220.4295001,377.9371071
1287,1929,99.10871479,52.61956178,220.1354094,378.136314
1288,1930.5,99.1250479,52.69793923,219.8422912,378.3347217
1289,1932,99.14132418,52.77620043,219.5501434,378.532332
1290,1933.5,99.15754409,52.85434512,219.2589642,378.7291466
1291,1935,99.17370813,52.93237304,218.9687515,378.9251673
1292,1936.5,99.18981678,53.01028393,218.6795034,379.1203959
1293,1938,99.2058705,53.08807753,218.391218,379.3148339
1294,1939.5,99.22186978,53.16575358,218.1038933,379.5084833
1295,1941,99.23781509,53.24331186,217.8175272,379.7013458
1296,1942.5,99.25370689,53.32075209,217.5321179,379.8934231
1297,1944,99.26954567,53.39807406,217.2476633,380.084717
1298,1945.5,99.28533187,53.47527751,216.9641613,380.2752293
1299,1947,99.30106597,53.55236221,216.6816101,380.4649617
1300,1948.5,99.31674844,53.62932794,216.4000076,380.6539161
1301,1950,99.33237972,53.70617445,216.1193517,380.8420941
1302,1951.5,99.34796028,53.78290154,215.8396405,381.0294977
1303,1953,99.36349057,53.85950897,215.560872,381.2161285
1304,1954.5,99.37897105,53.93599652,215.283044,381.4019884
1305,1956,99.39440216,54.01236398,215.0061547,381.5870792
1306,1957.5,99.40978437,54.08861115,214.7302019,381.7714026
1307,1959,99.42511811,54.1647378,214.4551835,381.9549606
1308,1960.5,99.44040383,54.24074374,214.1810977,382.1377548
1309,1962,99.45564197,54.31662877,213.9079422,382.3197871
1310,1963.5,99.47083298,54.39239267,213.635715,382.5010593
1311,1965,99.48597728,54.46803526,213.3644141,382.6815733
1312,1966.5,99.50107533,54.54355635,213.0940375,382.8613308
1313,1968,99.51612755,54.61895574,212.824583,383.0403337
1314,1969.5,99.53113437,54.69423325,212.5560485,383.2185839
1315,1971,99.54609623,54.7693887,212.2884321,383.396083
1316,1972.5,99.56101355,54.8444219,212.0217315,383.572833
1317,1974,99.57588675,54.91933268,211.7559448,383.7488358
1318,1975.5,99.59071627,54.99412087,211.4910698,383.9240931
1319,1977,99.60550252,55.06878629,211.2271045,384.0986067
1320,1978.5,99.62024593,55.14332877,210.9640467,384.2723786
1321,1980,99.6349469,55.21774816,210.7018943,384.4454106
1322,1981.5,99.64960586,55.29204429,210.4406453,384.6177045
1323,1983,99.66422321,55.36621699,210.1802976,384.7892622
1324,1984.5,99.67879937,55.44026613,209.920849,384.9600856
1325,1986,99.69333474,55.51419153,209.6622974,385.1301764
1326,1987.5,99.70782974,55.58799307,209.4046407,385.2995365
1327,1989,99.72228476,55.66167058,209.1478768,385.4681679
1328,1990.5,99.73670021,55.73522392,208.8920035,385.6360724
1329,1992,99.75107648,55.80865296,208.6370188,385.8032517
1330,1993.5,99.76541398,55.88195755,208.3829205,385.9697079
1331,1995,99.7797131,55.95513757,208.1297066,386.1354428
1332,1996.5,99.79397423,56.02819287,207.8773747,386.3004582
1333,1998,99.80819777,56.10112334,207.6259229,386.464756
1334,1999.5,99.8223841,56.17392884,207.375349,386.6283381
1335,2001,99.8365336,56.24660926,207.1256508,386.7912063
1336,2002.5,99.85064667,56.31916447,206.8768262,386.9533626
1337,2004,99.86472369,56.39159435,206.6288731,387.1148088
1338,2005.5,99.87876504,56.46389879,206.3817893,387.2755468
1339,2007,99.89277108,56.53607769,206.1355727,387.4355785
1340,2008.5,99.90674221,56.60813093,205.8902211,387.5949057
1341,2010,99.9206788,56.6800584,205.6457324,387.7535304
1342,2011.5,99.93458121,56.75186,205.4021044,387.9114544
1343,2013,99.94844981,56.82353564,205.159335,388.0686796
1344,2014.5,99.96228498,56.89508521,204.9174219,388.2252079
1345,2016,99.97608708,56.96650862,204.6763631,388.3810412
1346,2017.5,99.98985647,57.03780578,204.4361564,388.5361813
1347,2019,100.0035935,57.1089766,204.1967997,388.6906302
1348,2020.5,100.0172986,57.18002099,203.9582907,388.8443898
1349,2022,100.030972,57.25093887,203.7206273,388.9974619
1350,2023.5,100.0446141,57.32173015,203.4838073,389.1498484
1351,2025,100.0582253,57.39239477,203.2478286,389.3015513
1352,2026.5,100.071806,57.46293264,203.012689,389.4525723
1353,2028,100.0853564,57.53334369,202.7783864,389.6029135
1354,2029.5,100.0988769,57.60362784,202.5449185,389.7525767
1355,2031,100.1123679,57.67378504,202.3122832,389.9015638
1356,2032.5,100.1258297,57.74381522,202.0804784,390.0498767
1357,2034,100.1392627,57.81371831,201.8495018,390.1975172
1358,2035.5,100.1526671,57.88349425,201.6193513,390.3444873
1359,2037,100.1660434,57.95314299,201.3900247,390.4907889
1360,2038.5,100.1793918,58.02266448,201.1615198,390.6364239
1361,2040,100.1927127,58.09205865,200.9338345,390.7813942
1362,2041.5,100.2060064,58.16132546,200.7069666,390.9257016
1363,2043,100.2192732,58.23046486,200.4809139,391.069348
1364,2044.5,100.2325135,58.2994768,200.2556742,391.2123354
1365,2046,100.2457276,58.36836126,200.0312455,391.3546657
1366,2047.5,100.2589158,58.43711817,199.8076253,391.4963407
1367,2049,100.2720785,58.50574751,199.5848118,391.6373623
1368,2050.5,100.2852158,58.57424925,199.3628025,391.7777324
1369,2052,100.2983283,58.64262334,199.1415954,391.917453
1370,2053.5,100.3114161,58.71086976,198.9211883,392.0565259
1371,2055,100.3244796,58.77898849,198.701579,392.194953
1372,2056.5,100.3375191,58.84697949,198.4827653,392.3327361
1373,2058,100.3505349,58.91484274,198.2647451,392.4698773
1374,2059.5,100.3635273,58.98257822,198.0475161,392.6063784
1375,2061,100.3764966,59.05018592,197.8310763,392.7422412
1376,2062.5,100.3894431,59.11766582,197.6154234,392.8774677
1377,2064,100.4023671,59.18501789,197.4005552,393.0120598
1378,2065.5,100.4152689,59.25224214,197.1864696,393.1460193
1379,2067,100.4281488,59.31933856,196.9731645,393.2793481
1380,2068.5,100.4410071,59.38630713,196.7606375,393.4120482
1381,2070,100.4538441,59.45314785,196.5488867,393.5441213
1382,2071.5,100.4666601,59.51986072,196.3379097,393.6755695
1383,2073,100.4794553,59.58644574,196.1277045,393.8063945
1384,2074.5,100.49223,59.65290292,195.9182688,393.9365983
1385,2076,100.5049846,59.71923225,195.7096005,394.0661827
1386,2077.5,100.5177193,59.78543374,195.5016974,394.1951496
1387,2079,100.5304344,59.8515074,195.2945573,394.3235009
1388,2080.5,100.5431301,59.91745324,195.0881781,394.4512385
1389,2082,100.5558067,59.98327128,194.8825577,394.5783643
1390,2083.5,100.5684646,60.04896152,194.6776938,394.7048801
1391,2085,100.5811039,60.114524,194.4735843,394.8307878
1392,2086.5,100.593725,60.17995872,194.270227,394.9560893
1393,2088,100.6063281,60.24526571,194.0676197,395.0807864
1394,2089.5,100.6189135,60.31044498,193.8657604,395.2048811
1395,2091,100.6314814,60.37549658,193.6646468,395.3283752
1396,2092.5,100.6440321,60.44042052,193.4642769,395.4512705
1397,2094,100.6565659,60.50521683,193.2646483,395.5735689
1398,2095.5,100.669083,60.56988555,193.0657591,395.6952724
1399,2097,100.6815837,60.63442671,192.8676069,395.8163827
1400,2098.5,100.6940682,60.69884034,192.6701898,395.9369017
1401,2100,100.7065368,60.76312649,192.4735054,396.0568313
1402,2101.5,100.7189897,60.82728519,192.2775518,396.1761733
1403,2103,100.7314272,60.89131648,192.0823267,396.2949296
1404,2104.5,100.7438496,60.9552204,191.887828,396.413102
1405,2106,100.756257,61.01899702,191.6940535,396.5306925
1406,2107.5,100.7686497,61.08264636,191.5010012,396.6477028
1407,2109,100.781028,61.14616848,191.3086688,396.7641348
1408,2110.5,100.793392,61.20956343,191.1170542,396.8799903
1409,2112,100.8057421,61.27283126,190.9261554,396.9952713
1410,2113.5,100.8180785,61.33597203,190.7359701,397.1099794
1411,2115,100.8304013,61.3989858,190.5464962,397.2241167
1412,2116.5,100.8427109,61.46187262,190.3577317,397.3376848
1413,2118,100.8550074,61.52463255,190.1696743,397.4506857
1414,2119.5,100.8672911,61.58726566,189.982322,397.5631212
1415,2121,100.8795623,61.64977201,189.7956726,397.6749931
1416,2122.5,100.8918211,61.71215166,189.609724,397.7863033
1417,2124,100.9040677,61.77440469,189.4244741,397.8970535
1418,2125.5,100.9163024,61.83653115,189.2399208,398.0072456
1419,2127,100.9285254,61.89853114,189.056062,398.1168815
1420,2128.5,100.940737,61.9604047,188.8728955,398.2259629
1421,2130,100.9529372,62.02215193,188.6904192,398.3344916
1422,2131.5,100.9651264,62.0837729,188.5086311,398.4424696
1423,2133,100.9773048,62.14526767,188.327529,398.5498985
1424,2134.5,100.9894725,62.20663635,188.1471109,398.6567802
1425,2136,101.0016299,62.26787899,187.9673746,398.7631166
1426,2137.5,101.013777,62.32899569,187.788318,398.8689094
1427,2139,101.025914,62.38998654,187.609939,398.9741604
1428,2140.5,101.0380413,62.45085161,187.4322357,399.0788714
1429,2142,101.050159,62.511591,187.2552057,399.1830443
1430,2143.5,101.0622673,62.57220479,187.0788472,399.2866807
1431,2145,101.0743663,62.63269308,186.9031579,399.3897826
1432,2146.5,101.0864564,62.69305596,186.7281359,399.4923518
1433,2148,101.0985376,62.75329351,186.553779,399.5943899
1434,2149.5,101.1106103,62.81340585,186.3800851,399.6958988
1435,2151,101.1226745,62.87339306,186.2070523,399.7968802
1436,2152.5,101.1347304,62.93325524,186.0346783,399.897336
1437,2154,101.1467783,62.99299249,185.8629612,399.997268
1438,2155.5,101.1588183,63.05260492,185.6918989,400.0966778
1439,2157,101.1708507,63.11209262,185.5214894,400.1955673
1440,2158.5,101.1828756,63.17145571,185.3517305,400.2939382
1441,2160,101.1948931,63.23069428,185.1826202,400.3917924
1442,2161.5,101.2069035,63.28980845,185.0141565,400.4891315
1443,2163,101.218907,63.34879832,184.8463373,400.5859574
1444,2164.5,101.2309037,63.40766401,184.6791606,400.6822717
1445,2166,101.2428938,63.46640562,184.5126243,400.7780763
1446,2167.5,101.2548774,63.52502326,184.3467264,400.8733729
1447,2169,101.2668548,63.58351707,184.1814649,400.9681632
1448,2170.5,101.2788261,63.64188713,184.0168377,401.0624491
1449,2172,101.2907915,63.70013359,183.8528427,401.1562321
1450,2173.5,101.3027512,63.75825655,183.6894781,401.2495142
1451,2175,101.3147053,63.81625613,183.5267417,401.3422969
1452,2176.5,101.3266539,63.87413245,183.3646315,401.4345821
1453,2178,101.3385974,63.93188564,183.2031456,401.5263714
1454,2179.5,101.3505357,63.98951583,183.0422818,401.6176667
1455,2181,101.3624691,64.04702313,182.8820382,401.7084696
1456,2182.5,101.3743977,64.10440767,182.7224128,401.7987818
1457,2184,101.3863217,64.16166958,182.5634036,401.8886051
1458,2185.5,101.3982412,64.21880898,182.4050086,401.9779412
1459,2187,101.4101565,64.27582602,182.2472258,402.0667917
1460,2188.5,101.4220676,64.33272081,182.0900531,402.1551585
1461,2190,101.4339747,64.3894935,181.9334887,402.2430432
1462,2191.5,101.4458779,64.44614421,181.7775305,402.3304474
1463,2193,101.4577774,64.50267308,181.6221765,402.417373
1464,2194.5,101.4696734,64.55908024,181.4674248,402.5038216
1465,2196,101.481566,64.61536584,181.3132733,402.5897948
1466,2197.5,101.4934553,64.67153001,181.1597202,402.6752945
1467,2199,101.5053415,64.72757289,181.0067635,402.7603222
1468,2200.5,101.5172247,64.78349463,180.8544011,402.8448796
1469,2202,101.5291051,64.83929535,180.7026311,402.9289685
1470,2203.5,101.5409827,64.89497521,180.5514516,403.0125904
1471,2205,101.5528578,64.95053435,180.4008607,403.0957472
1472,2206.5,101.5647305,65.00597292,180.2508563,403.1784403
1473,2208,101.5766009,65.06129105,180.1014365,403.2606716
1474,2209.5,101.5884691,65.1164889,179.9525994,403.3424426
1475,2211,101.6003352,65.17156662,179.8043431,403.4237551
1476,2212.5,101.6121995,65.22652436,179.6566655,403.5046106
1477,2214,101.624062,65.28136226,179.5095649,403.5850108
1478,2215.5,101.6359229,65.33608047,179.3630392,403.6649574
1479,2217,101.6477822,65.39067915,179.2170865,403.7444521
1480,2218.5,101.6596402,65.44515846,179.071705,403.8234964
1481,2220,101.6714969,65.49951854,178.9268927,403.9020919
1482,2221.5,101.6833524,65.55375956,178.7826476,403.9802404
1483,2223,101.6952069,65.60788166,178.6389679,404.0579435
1484,2224.5,101.7070605,65.66188501,178.4958518,404.1352027
1485,2226,101.7189133,65.71576975,178.3532972,404.2120198
1486,2227.5,101.7307655,65.76953607,178.2113022,404.2883962
1487,2229,101.7426171,65.8231841,178.0698651,404.3643337
1488,2230.5,101.7544682,65.87671402,177.9289839,404.4398338
1489,2232,101.766319,65.93012598,177.7886568,404.5148982
1490,2233.5,101.7781697,65.98342015,177.6488817,404.5895285
1491,2235,101.7900202,66.03659669,177.509657,404.6637262
1492,2236.5,101.8018707,66.08965576,177.3709806,404.7374929
1493,2238,101.8137213,66.14259753,177.2328508,404.8108303
1494,2239.5,101.8255721,66.19542218,177.0952657,404.88374
1495,2241,101.8374233,66.24812985,176.9582234,404.9562234
1496,2242.5,101.8492749,66.30072073,176.821722,405.0282823
1497,2244,101.8611271,66.35319498,176.6857598,405.0999182
1498,2245.5,101.8729798,66.40555276,176.5503348,405.1711326
1499,2247,101.8848334,66.45779426,176.4154453,405.2419271
1500,2248.5,101.8966877,66.50991964,176.2810893,405.3123033
1501,2250,101.908543,66.56192907,176.1472651,405.3822628
1502,2251.5,101.9203993,66.61382272,176.0139708,405.4518071
1503,2253,101.9322568,66.66560078,175.8812046,405.5209378
1504,2254.5,101.9441155,66.71726341,175.7489647,405.5896564
1505,2256,101.9559755,66.76881078,175.6172492,405.6579645
1506,2257.5,101.9678369,66.82024308,175.4860564,405.7258636
1507,2259,101.9796999,66.87156048,175.3553844,405.7933552
1508,2260.5,101.9915644,66.92276316,175.2252315,405.860441
1509,2262,102.0034306,66.97385129,175.0955958,405.9271223
1510,2263.5,102.0152986,67.02482505,174.9664755,405.9934009
1511,2265,102.0271684,67.07568462,174.8378689,406.0592781
1512,2266.5,102.0390402,67.12643019,174.7097741,406.1247555
1513,2268,102.0509141,67.17706193,174.5821894,406.1898346
1514,2269.5,102.06279,67.22758002,174.455113,406.254517
1515,2271,102.0746682,67.27798465,174.3285431,406.3188041
1516,2272.5,102.0865486,67.328276,174.2024779,406.3826975
1517,2274,102.0984314,67.37845425,174.0769157,406.4461986
1518,2275.5,102.1103167,67.42851958,173.9518548,406.509309
1519,2277,102.1222044,67.47847218,173.8272933,406.5720301
1520,2278.5,102.1340948,67.52831224,173.7032295,406.6343634
1521,2280,102.1459879,67.57803993,173.5796617,406.6963105
1522,2281.5,102.1578837,67.62765545,173.4565881,406.7578728
1523,2283,102.1697823,67.67715898,173.3340069,406.8190518
1524,2284.5,102.1816838,67.72655072,173.2119165,406.8798489
1525,2286,102.1935883,67.77583084,173.0903152,406.9402657
1526,2287.5,102.2054959,67.82499953,172.969201,407.0003035
1527,2289,102.2174066,67.87405699,172.8485725,407.059964
1528,2290.5,102.2293204,67.92300341,172.7284278,407.1192484
1529,2292,102.2412375,67.97183897,172.6087652,407.1781584
1530,2293.5,102.253158,68.02056386,172.489583,407.2366952
1531,2295,102.2650818,68.06917828,172.3708795,407.2948604
1532,2296.5,102.2770091,68.11768242,172.252653,407.3526555
1533,2298,102.2889399,68.16607647,172.1349018,407.4100818
1534,2299.5,102.3008743,68.21436062,172.0176243,407.4671409
1535,2301,102.3128123,68.26253506,171.9008186,407.523834
1536,2302.5,102.324754,68.31059999,171.7844833,407.5801627
1537,2304,102.3366996,68.35855561,171.6686164,407.6361284
1538,2305.5,102.3486489,68.4064021,171.5532165,407.6917325
1539,2307,102.3606021,68.45413967,171.4382818,407.7469764
1540,2308.5,102.3725593,68.5017685,171.3238106,407.8018616
1541,2310,102.3845205,68.54928879,171.2098013,407.8563894
1542,2311.5,102.3964858,68.59670075,171.0962523,407.9105612
1543,2313,102.4084551,68.64400456,170.9831618,407.9643785
1544,2314.5,102.4204287,68.69120042,170.8705283,408.0178426
1545,2316,102.4324065,68.73828853,170.75835,408.070955
1546,2317.5,102.4443885,68.78526909,170.6466254,408.123717
1547,2319,102.4563749,68.8321423,170.5353528,408.17613
1548,2320.5,102.4683657,68.87890835,170.4245306,408.2281954
1549,2322,102.4803609,68.92556744,170.3141571,408.2799146
1550,2323.5,102.4923605,68.97211978,170.2042308,408.3312889
1551,2325,102.5043648,69.01856556,170.09475,408.3823197
1552,2326.5,102.5163736,69.06490498,169.985713,408.4330084
1553,2328,102.528387,69.11113825,169.8771184,408.4833564
1554,2329.5,102.5404051,69.15726556,169.7689645,408.5333649
1555,2331,102.5524279,69.20328711,169.6612496,408.5830354
1556,2332.5,102.5644555,69.24920311,169.5539722,408.6323692
1557,2334,102.5764879,69.29501376,169.4471307,408.6813676
1558,2335.5,102.5885251,69.34071926,169.3407236,408.7300321
1559,2337,102.6005672,69.38631981,169.2347491,408.7783638
1560,2338.5,102.6126143,69.43181561,169.1292059,408.8263642
1561,2340,102.6246663,69.47720687,169.0240922,408.8740347
1562,2341.5,102.6367234,69.5224938,168.9194065,408.9213764
1563,2343,102.6487855,69.56767658,168.8151472,408.9683907
1564,2344.5,102.6608527,69.61275544,168.7113128,409.0150791
1565,2346,102.672925,69.65773056,168.6079018,409.0614427
1566,2347.5,102.6850025,69.70260216,168.5049125,409.1074828
1567,2349,102.6970852,69.74737044,168.4023435,409.1532009
1568,2350.5,102.7091731,69.79203561,168.3001931,409.1985981
1569,2352,102.7212663,69.83659787,168.1984599,409.2436759
1570,2353.5,102.7333648,69.88105742,168.0971423,409.2884354
1571,2355,102.7454687,69.92541447,167.9962388,409.332878
1572,2356.5,102.7575779,69.96966923,167.8957479,409.377005
1573,2358,102.7696925,70.0138219,167.795668,409.4208176
1574,2359.5,102.7818126,70.05787269,167.6959976,409.4643172
1575,2361,102.7939381,70.1018218,167.5967352,409.5075049
1576,2362.5,102.8060691,70.14566944,167.4978794,409.5503821
1577,2364,102.8182056,70.18941582,167.3994285,409.5929501
1578,2365.5,102.8303477,70.23306114,167.3013811,409.63521
1579,2367,102.8424954,70.27660562,167.2037358,409.6771632
1580,2368.5,102.8546487,70.32004945,167.1064909,409.718811
1581,2370,102.8668076,70.36339284,167.0096451,409.7601545
1582,2371.5,102.8789721,70.40663601,166.9131969,409.801195
1583,2373,102.8911424,70.44977916,166.8171447,409.8419338
1584,2374.5,102.9033183,70.4928225,166.7214871,409.8823721
1585,2376,102.9155,70.53576623,166.6262227,409.9225111
1586,2377.5,102.9276874,70.57861057,166.5313499,409.9623521
1587,2379,102.9398806,70.62135571,166.4368673,410.0018963
1588,2380.5,102.9520796,70.66400188,166.3427735,410.041145
1589,2382,102.9642844,70.70654928,166.249067,410.0800992
1590,2383.5,102.9764951,70.74899811,166.1557464,410.1187604
1591,2385,102.9887116,70.79134859,166.0628102,410.1571296
1592,2386.5,103.000934,70.83360092,165.970257,410.1952081
1593,2388,103.0131623,70.87575531,165.8780853,410.2329971
1594,2389.5,103.0253965,70.91781198,165.7862937,410.2704978
1595,2391,103.0376366,70.95977113,165.6948809,410.3077114
1596,2392.5,103.0498827,71.00163296,165.6038453,410.3446391
1597,2394,103.0621347,71.0433977,165.5131855,410.381282
1598,2395.5,103.0743927,71.08506554,165.4229003,410.4176415
1599,2397,103.0866567,71.1266367,165.332988,410.4537185
1600,2398.5,103.0989268,71.16811138,165.2434474,410.4895144
1601,2400,103.1112028,71.2094898,165.1542771,410.5250303
1602,2401.5,103.1234849,71.25077217,165.0654756,410.5602674
1603,2403,103.135773,71.29195869,164.9770416,410.5952268
1604,2404.5,103.1480672,71.33304957,164.8889736,410.6299097
1605,2406,103.1603674,71.37404502,164.8012703,410.6643172
1606,2407.5,103.1726738,71.41494526,164.7139303,410.6984506
1607,2409,103.1849862,71.45575049,164.6269523,410.732311
1608,2410.5,103.1973047,71.49646092,164.5403349,410.7658995
1609,2412,103.2096294,71.53707676,164.4540766,410.7992172
1610,2413.5,103.2219601,71.57759823,164.3681763,410.8322654
1611,2415,103.234297,71.61802552,164.2826324,410.8650451
1612,2416.5,103.2466401,71.65835885,164.1974436,410.8975574
1613,2418,103.2589893,71.69859843,164.1126087,410.9298036
1614,2419.5,103.2713446,71.73874447,164.0281262,410.9617847
1615,2421,103.2837061,71.77879718,163.9439948,410.9935019
1616,2422.5,103.2960737,71.81875676,163.8602133,411.0249562
