,time,S_C,I_C,S_N,I_N
4744,7114.5,124.5934315,95.20998551,146.8101692,383.3864139
4745,7116,124.5949625,95.21097488,146.8104301,383.3836326
4746,7117.5,124.5964922,95.21196339,146.8106907,383.3808537
4747,7119,124.5980206,95.21295103,146.8109511,383.3780773
4748,7120.5,124.5995476,95.2139378,146.8112113,383.3753033
4749,7122,124.6010733,95.2149237,146.8114712,383.3725317
4750,7123.5,124.6025977,95.21590873,146.811731,383.3697626
4751,7125,124.6041208,95.2168929,146.8119905,383.3669958
4752,7126.5,124.6056426,95.2178762,146.8122498,383.3642315
4753,7128,124.607163,95.21885863,146.8125088,383.3614696
4754,7129.5,124.6086821,95.2198402,146.8127676,383.3587101
4755,7131,124.6101999,95.22082091,146.8130262,383.355953
4756,7132.5,124.6117164,95.22180075,146.8132846,383.3531983
4757,7134,124.6132315,95.22277974,146.8135427,383.350446
4758,7135.5,124.6147454,95.22375786,146.8138007,383.3476961
4759,7137,124.6162579,95.22473512,146.8140584,383.3449486
4760,7138.5,124.6177691,95.22571152,146.8143158,383.3422036
4761,7140,124.619279,95.22668706,146.8145731,383.3394609
4762,7141.5,124.6207876,95.22766174,146.8148301,383.3367206
4763,7143,124.6222949,95.22863556,146.8150869,383.3339827
4764,7144.5,124.6238008,95.22960853,146.8153435,383.3312472
4765,7146,124.6253055,95.23058064,146.8155998,383.328514
4766,7147.5,124.6268089,95.2315519,146.8158559,383.3257833
4767,7149,124.6283109,95.2325223,146.8161118,383.3230549
4768,7150.5,124.6298117,95.23349185,146.8163675,383.320329
4769,7152,124.6313111,95.23446054,146.816623,383.3176054
4770,7153.5,124.6328093,95.23542839,146.8168782,383.3148841
4771,7155,124.6343061,95.23639538,146.8171332,383.3121653
4772,7156.5,124.6358016,95.23736152,146.817388,383.3094488
4773,7158,124.6372959,95.23832681,146.8176426,383.3067347
4774,7159.5,124.6387888,95.23929125,146.8178969,383.304023
4775,7161,124.6402805,95.24025484,146.818151,383.3013137
4776,7162.5,124.6417708,95.24121759,146.8184049,383.2986067
4777,7164,124.6432599,95.24217948,146.8186586,383.295902
4778,7165.5,124.6447477,95.24314053,146.8189121,383.2931997
4779,7167,124.6462341,95.24410074,146.8191653,383.2904998
4780,7168.5,124.6477193,95.2450601,146.8194183,383.2878023
4781,7170,124.6492032,95.24601862,146.8196711,383.2851071
4782,7171.5,124.6506858,95.24697629,146.8199237,383.2824142
4783,7173,124.6521671,95.24793312,146.820176,383.2797237
4784,7174.5,124.6536472,95.24888911,146.8204281,383.2770356
4785,7176,124.6551259,95.24984426,146.8206801,383.2743498
4786,7177.5,124.6566034,95.25079857,146.8209317,383.2716663
4787,7179,124.6580796,95.25175204,146.8211832,383.2689852
4788,7180.5,124.6595545,95.25270467,146.8214345,383.2663064
4789,7182,124.6610281,95.25365646,146.8216855,383.26363
4790,7183.5,124.6625004,95.25460741,146.8219363,383.2609559
4791,7185,124.6639715,95.25555753,146.8221869,383.2582841
4792,7186.5,124.6654412,95.25650681,146.8224373,383.2556147
4793,7188,124.6669097,95.25745526,146.8226874,383.2529476
4794,7189.5,124.668377,95.25840287,146.8229374,383.2502828
4795,7191,124.6698429,95.25934965,146.8231871,383.2476203
4796,7192.5,124.6713076,95.2602956,146.8234366,383.2449602
4797,7194,124.672771,95.26124071,146.8236859,383.2423024
4798,7195.5,124.6742332,95.26218499,146.8239349,383.2396469
4799,7197,124.675694,95.26312844,146.8241838,383.2369938
4800,7198.5,124.6771536,95.26407106,146.8244324,383.2343429
4801,7200,124.678612,95.26501286,146.8246808,383.2316944
4802,7201.5,124.680069,95.26595382,146.824929,383.2290481
4803,7203,124.6815248,95.26689396,146.825177,383.2264042
4804,7204.5,124.6829794,95.26783327,146.8254248,383.2237626
4805,7206,124.6844326,95.26877175,146.8256723,383.2211233
4806,7207.5,124.6858846,95.26970941,146.8259196,383.2184863
4807,7209,124.6873354,95.27064624,146.8261668,383.2158516
4808,7210.5,124.6887849,95.27158225,146.8264136,383.2132192
4809,7212,124.6902331,95.27251743,146.8266603,383.2105891
4810,7213.5,124.6916801,95.27345179,146.8269068,383.2079613
4811,7215,124.6931258,95.27438534,146.8271531,383.2053358
4812,7216.5,124.6945702,95.27531805,146.8273991,383.2027126
4813,7218,124.6960135,95.27624995,146.8276449,383.2000917
4814,7219.5,124.6974554,95.27718103,146.8278905,383.197473
4815,7221,124.6988961,95.27811129,146.8281359,383.1948567
4816,7222.5,124.7003355,95.27904074,146.8283811,383.1922426
4817,7224,124.7017737,95.27996936,146.8286261,383.1896308
4818,7225.5,124.7032107,95.28089717,146.8288708,383.1870213
4819,7227,124.7046464,95.28182416,146.8291153,383.1844141
4820,7228.5,124.7060808,95.28275033,146.8293597,383.1818092
4821,7230,124.7075141,95.2836757,146.8296038,383.1792065
4822,7231.5,124.708946,95.28460024,146.8298477,383.1766061
4823,7233,124.7103767,95.28552398,146.8300914,383.1740079
4824,7234.5,124.7118062,95.2864469,146.8303348,383.1714121
4825,7236,124.7132344,95.28736901,146.8305781,383.1688185
4826,7237.5,124.7146614,95.28829031,146.8308211,383.1662271
4827,7239,124.7160872,95.2892108,146.831064,383.1636381
4828,7240.5,124.7175117,95.29013048,146.8313066,383.1610512
4829,7242,124.718935,95.29104935,146.831549,383.1584667
4830,7243.5,124.720357,95.29196741,146.8317912,383.1558844
4831,7245,124.7217778,95.29288466,146.8320332,383.1533043
4832,7246.5,124.7231974,95.29380111,146.8322749,383.1507266
4833,7248,124.7246157,95.29471675,146.8325165,383.148151
4834,7249.5,124.7260328,95.29563159,146.8327579,383.1455777
4835,7251,124.7274487,95.29654562,146.832999,383.1430067
4836,7252.5,124.7288634,95.29745885,146.8332399,383.1404379
4837,7254,124.7302768,95.29837127,146.8334807,383.1378713
4838,7255.5,124.731689,95.2992829,146.8337212,383.135307
4839,7257,124.7330999,95.30019372,146.8339615,383.1327449
4840,7258.5,124.7345097,95.30110374,146.8342016,383.1301851
4841,7260,124.7359182,95.30201295,146.8344414,383.1276274
4842,7261.5,124.7373254,95.30292137,146.8346811,383.1250721
4843,7263,124.7387315,95.30382899,146.8349206,383.1225189
4844,7264.5,124.7401364,95.30473582,146.8351598,383.119968
4845,7266,124.74154,95.30564184,146.8353989,383.1174193
4846,7267.5,124.7429424,95.30654707,146.8356377,383.1148729
4847,7269,124.7443436,95.3074515,146.8358763,383.1123286
4848,7270.5,124.7457435,95.30835514,146.8361147,383.1097866
4849,7272,124.7471423,95.30925798,146.8363529,383.1072468
4850,7273.5,124.7485398,95.31016003,146.8365909,383.1047092
4851,7275,124.7499361,95.31106128,146.8368287,383.1021738
4852,7276.5,124.7513313,95.31196174,146.8370663,383.0996407
4853,7278,124.7527251,95.31286141,146.8373037,383.0971097
4854,7279.5,124.7541178,95.31376029,146.8375409,383.094581
4855,7281,124.7555093,95.31465838,146.8377778,383.0920545
4856,7282.5,124.7568996,95.31555568,146.8380146,383.0895302
4857,7284,124.7582886,95.31645219,146.8382511,383.087008
4858,7285.5,124.7596765,95.31734791,146.8384875,383.0844881
4859,7287,124.7610631,95.31824284,146.8387236,383.0819704
4860,7288.5,124.7624486,95.31913699,146.8389596,383.0794549
4861,7290,124.7638328,95.32003035,146.8391953,383.0769416
4862,7291.5,124.7652158,95.32092292,146.8394308,383.0744304
4863,7293,124.7665977,95.32181471,146.8396661,383.0719215
4864,7294.5,124.7679783,95.32270572,146.8399012,383.0694148
4865,7296,124.7693577,95.32359594,146.8401361,383.0669102
4866,7297.5,124.770736,95.32448538,146.8403708,383.0644078
4867,7299,124.772113,95.32537403,146.8406053,383.0619076
4868,7300.5,124.7734889,95.32626191,146.8408396,383.0594096
4869,7302,124.7748635,95.327149,146.8410737,383.0569138
4870,7303.5,124.776237,95.32803532,146.8413075,383.0544202
4871,7305,124.7776092,95.32892085,146.8415412,383.0519287
4872,7306.5,124.7789803,95.32980561,146.8417747,383.0494394
4873,7308,124.7803502,95.33068958,146.8420079,383.0469523
4874,7309.5,124.7817188,95.33157279,146.842241,383.0444674
4875,7311,124.7830863,95.33245521,146.8424739,383.0419846
4876,7312.5,124.7844526,95.33333686,146.8427065,383.039504
4877,7314,124.7858178,95.33421773,146.842939,383.0370255
4878,7315.5,124.7871817,95.33509783,146.8431712,383.0345493
4879,7317,124.7885444,95.33597715,146.8434033,383.0320752
4880,7318.5,124.789906,95.33685571,146.8436351,383.0296032
4881,7320,124.7912664,95.33773349,146.8438667,383.0271334
4882,7321.5,124.7926256,95.33861049,146.8440982,383.0246658
4883,7323,124.7939836,95.33948673,146.8443294,383.0222003
4884,7324.5,124.7953404,95.34036219,146.8445604,383.0197369
4885,7326,124.7966961,95.34123689,146.8447913,383.0172758
4886,7327.5,124.7980506,95.34211082,146.8450219,383.0148167
4887,7329,124.7994039,95.34298397,146.8452523,383.0123598
4888,7330.5,124.800756,95.34385636,146.8454825,383.0099051
4889,7332,124.802107,95.34472799,146.8457126,383.0074525
4890,7333.5,124.8034567,95.34559884,146.8459424,383.005002
4891,7335,124.8048053,95.34646894,146.846172,383.0025537
4892,7336.5,124.8061528,95.34733826,146.8464014,383.0001075
4893,7338,124.807499,95.34820682,146.8466307,382.9976635
4894,7339.5,124.8088441,95.34907462,146.8468597,382.9952216
4895,7341,124.8101881,95.34994166,146.8470885,382.9927818
4896,7342.5,124.8115308,95.35080793,146.8473171,382.9903441
4897,7344,124.8128724,95.35167344,146.8475455,382.9879086
4898,7345.5,124.8142128,95.35253819,146.8477738,382.9854752
4899,7347,124.8155521,95.35340218,146.8480018,382.983044
4900,7348.5,124.8168902,95.35426541,146.8482296,382.9806148
4901,7350,124.8182271,95.35512788,146.8484572,382.9781878
4902,7351.5,124.8195629,95.3559896,146.8486847,382.9757629
4903,7353,124.8208975,95.35685055,146.8489119,382.9733401
4904,7354.5,124.8222309,95.35771075,146.8491389,382.9709194
4905,7356,124.8235632,95.35857019,146.8493657,382.9685008
4906,7357.5,124.8248944,95.35942888,146.8495924,382.9660844
4907,7359,124.8262243,95.36028681,146.8498188,382.9636701
4908,7360.5,124.8275532,95.36114399,146.850045,382.9612578
4909,7362,124.8288808,95.36200041,146.8502711,382.9588477
4910,7363.5,124.8302073,95.36285608,146.8504969,382.9564397
4911,7365,124.8315327,95.363711,146.8507225,382.9540338
4912,7366.5,124.8328569,95.36456517,146.850948,382.9516299
4913,7368,124.83418,95.36541858,146.8511732,382.9492282
4914,7369.5,124.8355019,95.36627125,146.8513983,382.9468286
4915,7371,124.8368226,95.36712317,146.8516231,382.9444311
4916,7372.5,124.8381422,95.36797433,146.8518478,382.9420356
4917,7374,124.8394607,95.36882475,146.8520723,382.9396423
4918,7375.5,124.840778,95.36967442,146.8522965,382.937251
4919,7377,124.8420942,95.37052335,146.8525206,382.9348619
4920,7378.5,124.8434092,95.37137152,146.8527445,382.9324748
4921,7380,124.8447231,95.37221896,146.8529681,382.9300898
4922,7381.5,124.8460358,95.37306564,146.8531916,382.9277069
4923,7383,124.8473474,95.37391159,146.8534149,382.9253261
4924,7384.5,124.8486579,95.37475679,146.853638,382.9229473
4925,7386,124.8499672,95.37560124,146.8538609,382.9205706
4926,7387.5,124.8512754,95.37644496,146.8540836,382.918196
4927,7389,124.8525824,95.37728793,146.8543061,382.9158235
4928,7390.5,124.8538884,95.37813016,146.8545284,382.9134531
4929,7392,124.8551931,95.37897165,146.8547505,382.9110847
4930,7393.5,124.8564968,95.3798124,146.8549725,382.9087184
4931,7395,124.8577993,95.38065241,146.8551942,382.9063541
4932,7396.5,124.8591007,95.38149169,146.8554157,382.9039919
4933,7398,124.8604009,95.38233022,146.8556371,382.9016318
4934,7399.5,124.8617,95.38316802,146.8558582,382.8992737
4935,7401,124.862998,95.38400508,146.8560792,382.8969177
4936,7402.5,124.8642949,95.38484141,146.8562999,382.8945638
4937,7404,124.8655906,95.385677,146.8565205,382.8922119
4938,7405.5,124.8668852,95.38651186,146.8567409,382.889862
4939,7407,124.8681787,95.38734598,146.8569611,382.8875143
4940,7408.5,124.869471,95.38817937,146.8571811,382.8851685
4941,7410,124.8707623,95.38901202,146.8574009,382.8828248
4942,7411.5,124.8720524,95.38984395,146.8576205,382.8804832
4943,7413,124.8733414,95.39067514,146.8578399,382.8781436
4944,7414.5,124.8746292,95.39150561,146.8580591,382.875806
4945,7416,124.875916,95.39233534,146.8582782,382.8734705
4946,7417.5,124.8772016,95.39316434,146.858497,382.871137
4947,7419,124.8784861,95.39399262,146.8587156,382.8688056
4948,7420.5,124.8797695,95.39482016,146.8589341,382.8664762
4949,7422,124.8810518,95.39564698,146.8591524,382.8641488
4950,7423.5,124.882333,95.39647308,146.8593704,382.8618235
4951,7425,124.883613,95.39729844,146.8595883,382.8595002
4952,7426.5,124.884892,95.39812308,146.859806,382.8571789
4953,7428,124.8861698,95.398947,146.8600235,382.8548597
4954,7429.5,124.8874465,95.39977019,146.8602408,382.8525425
4955,7431,124.8887221,95.40059266,146.860458,382.8502273
4956,7432.5,124.8899966,95.4014144,146.8606749,382.8479141
4957,7434,124.89127,95.40223543,146.8608917,382.8456029
4958,7435.5,124.8925423,95.40305573,146.8611082,382.8432938
4959,7437,124.8938135,95.40387531,146.8613246,382.8409867
4960,7438.5,124.8950835,95.40469417,146.8615408,382.8386815
4961,7440,124.8963525,95.40551231,146.8617567,382.8363784
4962,7441.5,124.8976204,95.40632973,146.8619725,382.8340774
4963,7443,124.8988871,95.40714643,146.8621882,382.8317783
4964,7444.5,124.9001528,95.40796242,146.8624036,382.8294812
4965,7446,124.9014174,95.40877769,146.8626188,382.8271861
4966,7447.5,124.9026808,95.40959224,146.8628339,382.8248931
4967,7449,124.9039432,95.41040607,146.8630487,382.822602
4968,7450.5,124.9052044,95.41121919,146.8632634,382.820313
4969,7452,124.9064646,95.4120316,146.8634779,382.8180259
4970,7453.5,124.9077237,95.41284329,146.8636922,382.8157409
4971,7455,124.9089817,95.41365427,146.8639063,382.8134578
4972,7456.5,124.9102386,95.41446453,146.8641202,382.8111767
4973,7458,124.9114943,95.41527408,146.8643339,382.8088976
4974,7459.5,124.912749,95.41608293,146.8645475,382.8066206
4975,7461,124.9140027,95.41689106,146.8647608,382.8043455
4976,7462.5,124.9152552,95.41769848,146.864974,382.8020723
4977,7464,124.9165066,95.41850519,146.865187,382.7998012
4978,7465.5,124.917757,95.41931119,146.8653998,382.7975321
4979,7467,124.9190062,95.42011648,146.8656124,382.7952649
4980,7468.5,124.9202544,95.42092107,146.8658248,382.7929997
4981,7470,124.9215015,95.42172495,146.8660371,382.7907365
4982,7471.5,124.9227475,95.42252812,146.8662491,382.7884753
4983,7473,124.9239924,95.42333058,146.866461,382.786216
4984,7474.5,124.9252362,95.42413234,146.8666727,382.7839587
4985,7476,124.926479,95.4249334,146.8668842,382.7817034
4986,7477.5,124.9277206,95.42573375,146.8670955,382.7794501
4987,7479,124.9289612,95.4265334,146.8673067,382.7771987
4988,7480.5,124.9302008,95.42733235,146.8675176,382.7749493
4989,7482,124.9314392,95.42813059,146.8677284,382.7727018
4990,7483.5,124.9326766,95.42892813,146.867939,382.7704564
4991,7485,124.9339128,95.42972497,146.8681493,382.7682128
4992,7486.5,124.935148,95.43052111,146.8683596,382.7659713
4993,7488,124.9363822,95.43131656,146.8685696,382.7637317
4994,7489.5,124.9376152,95.4321113,146.8687794,382.761494
4995,7491,124.9388472,95.43290534,146.8689891,382.7592583
4996,7492.5,124.9400782,95.43369869,146.8691986,382.7570246
4997,7494,124.941308,95.43449134,146.8694079,382.7547928
4998,7495.5,124.9425368,95.43528329,146.869617,382.752563
4999,7497,124.9437645,95.43607455,146.8698259,382.7503351
5000,7498.5,124.9449911,95.43686511,146.8700346,382.7481091
5001,7500,124.9462167,95.43765497,146.8702432,382.7458851
5002,7501.5,124.9474412,95.43844414,146.8704516,382.743663
5003,7503,124.9486647,95.43923262,146.8706598,382.7414429
5004,7504.5,124.9498871,95.44002041,146.8708678,382.7392247
5005,7506,124.9511084,95.4408075,146.8710756,382.7370085
5006,7507.5,124.9523286,95.4415939,146.8712833,382.7347942
5007,7509,124.9535478,95.44237961,146.8714908,382.7325818
5008,7510.5,124.954766,95.44316463,146.8716981,382.7303713
5009,7512,124.9559831,95.44394897,146.8719052,382.7281628
5010,7513.5,124.9571991,95.44473261,146.8721121,382.7259562
5011,7515,124.958414,95.44551556,146.8723188,382.7237516
5012,7516.5,124.9596279,95.44629782,146.8725254,382.7215488
5013,7518,124.9608408,95.4470794,146.8727318,382.719348
5014,7519.5,124.9620526,95.44786029,146.872938,382.7171491
5015,7521,124.9632633,95.44864049,146.873144,382.7149522
5016,7522.5,124.964473,95.44942001,146.8733499,382.7127571
5017,7524,124.9656817,95.45019885,146.8735555,382.710564
5018,7525.5,124.9668892,95.450977,146.873761,382.7083727
5019,7527,124.9680958,95.45175446,146.8739663,382.7061834
5020,7528.5,124.9693013,95.45253124,146.8741714,382.703996
5021,7530,124.9705057,95.45330734,146.8743764,382.7018106
5022,7531.5,124.9717091,95.45408276,146.8745812,382.699627
5023,7533,124.9729114,95.4548575,146.8747857,382.6974453
5024,7534.5,124.9741127,95.45563155,146.8749902,382.6952656
5025,7536,124.975313,95.45640493,146.8751944,382.6930877
5026,7537.5,124.9765122,95.45717762,146.8753984,382.6909117
5027,7539,124.9777104,95.45794964,146.8756023,382.6887377
5028,7540.5,124.9789075,95.45872098,146.875806,382.6865655
5029,7542,124.9801036,95.45949164,146.8760095,382.6843953
5030,7543.5,124.9812986,95.46026162,146.8762129,382.6822269
5031,7545,124.9824926,95.46103093,146.876416,382.6800604
5032,7546.5,124.9836856,95.46179956,146.876619,382.6778958
5033,7548,124.9848775,95.46256752,146.8768218,382.6757331
5034,7549.5,124.9860684,95.4633348,146.8770244,382.6735723
5035,7551,124.9872583,95.4641014,146.8772269,382.6714134
5036,7552.5,124.9884471,95.46486734,146.8774292,382.6692564
5037,7554,124.9896349,95.4656326,146.8776313,382.6671012
5038,7555.5,124.9908217,95.46639718,146.8778332,382.664948
5039,7557,124.9920074,95.4671611,146.8780349,382.6627966
5040,7558.5,124.9931921,95.46792434,146.8782365,382.6606471
5041,7560,124.9943757,95.46868692,146.8784379,382.6584995
5042,7561.5,124.9955584,95.46944882,146.8786391,382.6563537
5043,7563,124.99674,95.47021006,146.8788401,382.6542098
5044,7564.5,124.9979206,95.47097062,146.879041,382.6520678
5045,7566,124.9991001,95.47173052,146.8792417,382.6499277
5046,7567.5,125.0002786,95.47248975,146.8794422,382.6477894
5047,7569,125.0014561,95.47324831,146.8796425,382.645653
5048,7570.5,125.0026326,95.47400621,146.8798427,382.6435185
5049,7572,125.0038081,95.47476344,146.8800427,382.6413858
5050,7573.5,125.0049825,95.47552,146.8802425,382.639255
5051,7575,125.0061559,95.47627591,146.8804421,382.6371261
5052,7576.5,125.0073283,95.47703114,146.8806416,382.634999
5053,7578,125.0084997,95.47778571,146.8808409,382.6328737
5054,7579.5,125.00967,95.47853962,146.88104,382.6307504
5055,7581,125.0108393,95.47929287,146.8812389,382.6286289
5056,7582.5,125.0120077,95.48004546,146.8814377,382.6265092
5057,7584,125.0131749,95.48079738,146.8816363,382.6243914
5058,7585.5,125.0143412,95.48154865,146.8818347,382.6222754
5059,7587,125.0155065,95.48229925,146.882033,382.6201613
5060,7588.5,125.0166708,95.48304919,146.882231,382.618049
5061,7590,125.017834,95.48379848,146.8824289,382.6159386
5062,7591.5,125.0189962,95.48454711,146.8826267,382.61383
5063,7593,125.0201575,95.48529508,146.8828242,382.6117233
5064,7594.5,125.0213177,95.48604239,146.8830216,382.6096184
5065,7596,125.0224769,95.48678904,146.8832188,382.6075153
5066,7597.5,125.0236351,95.48753504,146.8834158,382.6054141
5067,7599,125.0247922,95.48828039,146.8836127,382.6033147
5068,7600.5,125.0259484,95.48902508,146.8838094,382.6012171
5069,7602,125.0271036,95.48976911,146.8840059,382.5991214
5070,7603.5,125.0282578,95.49051249,146.8842022,382.5970275
5071,7605,125.0294109,95.49125522,146.8843984,382.5949354
5072,7606.5,125.0305631,95.4919973,146.8845944,382.5928452
5073,7608,125.0317142,95.49273872,146.8847903,382.5907568
5074,7609.5,125.0328644,95.4934795,146.8849859,382.5886702
5075,7611,125.0340136,95.49421962,146.8851814,382.5865854
5076,7612.5,125.0351617,95.49495909,146.8853767,382.5845025
5077,7614,125.0363089,95.49569791,146.8855719,382.5824213
5078,7615.5,125.037455,95.49643608,146.8857668,382.580342
5079,7617,125.0386002,95.49717361,146.8859617,382.5782645
5080,7618.5,125.0397444,95.49791049,146.8861563,382.5761888
5081,7620,125.0408876,95.49864672,146.8863508,382.574115
5082,7621.5,125.0420297,95.4993823,146.8865451,382.5720429
5083,7623,125.0431709,95.50011723,146.8867392,382.5699727
5084,7624.5,125.0443111,95.50085153,146.8869331,382.5679042
5085,7626,125.0454503,95.50158517,146.8871269,382.5658376
5086,7627.5,125.0465885,95.50231817,146.8873205,382.5637728
5087,7629,125.0477257,95.50305053,146.887514,382.5617097
5088,7630.5,125.048862,95.50378224,146.8877073,382.5596485
5089,7632,125.0499972,95.50451332,146.8879004,382.5575891
5090,7633.5,125.0511315,95.50524374,146.8880933,382.5555315
5091,7635,125.0522647,95.50597353,146.8882861,382.5534756
5092,7636.5,125.053397,95.50670268,146.8884787,382.5514216
5093,7638,125.0545283,95.50743118,146.8886711,382.5493694
5094,7639.5,125.0556586,95.50815905,146.8888634,382.5473189
5095,7641,125.056788,95.50888628,146.8890555,382.5452703
5096,7642.5,125.0579163,95.50961286,146.8892474,382.5432234
5097,7644,125.0590437,95.51033881,146.8894392,382.5411783
5098,7645.5,125.0601701,95.51106413,146.8896308,382.539135
5099,7647,125.0612955,95.5117888,146.8898222,382.5370935
5100,7648.5,125.0624199,95.51251284,146.8900135,382.5350538
5101,7650,125.0635433,95.51323624,146.8902046,382.5330159
5102,7651.5,125.0646658,95.51395901,146.8903955,382.5309797
5103,7653,125.0657873,95.51468114,146.8905862,382.5289453
5104,7654.5,125.0669078,95.51540264,146.8907768,382.5269127
5105,7656,125.0680274,95.5161235,146.8909672,382.5248819
5106,7657.5,125.0691459,95.51684373,146.8911575,382.5228528
5107,7659,125.0702635,95.51756333,146.8913476,382.5208255
5108,7660.5,125.0713802,95.51828229,146.8915375,382.5188
5109,7662,125.0724958,95.51900063,146.8917273,382.5167763
5110,7663.5,125.0736105,95.51971833,146.8919169,382.5147543
5111,7665,125.0747242,95.5204354,146.8921063,382.5127341
5112,7666.5,125.075837,95.52115185,146.8922956,382.5107156
5113,7668,125.0769487,95.52186766,146.8924847,382.508699
5114,7669.5,125.0780595,95.52258284,146.8926736,382.506684
5115,7671,125.0791694,95.5232974,146.8928624,382.5046709
5116,7672.5,125.0802783,95.52401133,146.893051,382.5026595
5117,7674,125.0813862,95.52472463,146.8932394,382.5006498
5118,7675.5,125.0824931,95.52543731,146.8934277,382.4986419
5119,7677,125.0835991,95.52614936,146.8936158,382.4966358
5120,7678.5,125.0847041,95.52686078,146.8938037,382.4946314
5121,7680,125.0858082,95.52757158,146.8939915,382.4926287
5122,7681.5,125.0869113,95.52828175,146.8941791,382.4906279
5123,7683,125.0880134,95.52899131,146.8943666,382.4886287
5124,7684.5,125.0891146,95.52970023,146.8945538,382.4866313
5125,7686,125.0902148,95.53040854,146.894741,382.4846357
5126,7687.5,125.0913141,95.53111622,146.8949279,382.4826418
5127,7689,125.0924124,95.53182328,146.8951147,382.4806496
5128,7690.5,125.0935098,95.53252972,146.8953013,382.4786592
5129,7692,125.0946062,95.53323554,146.8954878,382.4766705
5130,7693.5,125.0957016,95.53394074,146.8956741,382.4746835
5131,7695,125.0967961,95.53464532,146.8958603,382.4726983
5132,7696.5,125.0978897,95.53534929,146.8960462,382.4707148
5133,7698,125.0989822,95.53605263,146.896232,382.4687331
5134,7699.5,125.1000739,95.53675535,146.8964177,382.4667531
5135,7701,125.1011646,95.53745746,146.8966032,382.4647748
5136,7702.5,125.1022543,95.53815895,146.8967885,382.4627982
5137,7704,125.1033431,95.53885983,146.8969737,382.4608234
5138,7705.5,125.104431,95.53956009,146.8971587,382.4588503
5139,7707,125.1055178,95.54025974,146.8973435,382.4568789
5140,7708.5,125.1066038,95.54095877,146.8975282,382.4549092
5141,7710,125.1076888,95.54165718,146.8977127,382.4529413
5142,7711.5,125.1087729,95.54235499,146.8978971,382.450975
5143,7713,125.109856,95.54305218,146.8980813,382.4490105
5144,7714.5,125.1109382,95.54374876,146.8982653,382.4470477
5145,7716,125.1120194,95.54444472,146.8984492,382.4450867
5146,7717.5,125.1130997,95.54514008,146.8986329,382.4431273
5147,7719,125.1141791,95.54583482,146.8988165,382.4411697
5148,7720.5,125.1152575,95.54652896,146.8989999,382.4392137
5149,7722,125.116335,95.54722248,146.8991831,382.4372595
5150,7723.5,125.1174115,95.5479154,146.8993662,382.4353069
5151,7725,125.1184871,95.5486077,146.8995491,382.4333561
5152,7726.5,125.1195618,95.5492994,146.8997318,382.431407
5153,7728,125.1206355,95.54999049,146.8999144,382.4294596
5154,7729.5,125.1217083,95.55068098,146.9000968,382.4275139
5155,7731,125.1227802,95.55137086,146.9002791,382.4255699
5156,7732.5,125.1238511,95.55206013,146.9004612,382.4236275
5157,7734,125.1249211,95.5527488,146.9006432,382.4216869
5158,7735.5,125.1259902,95.55343686,146.900825,382.419748
5159,7737,125.1270583,95.55412432,146.9010066,382.4178108
5160,7738.5,125.1281255,95.55481117,146.9011881,382.4158752
5161,7740,125.1291918,95.55549742,146.9013694,382.4139414
5162,7741.5,125.1302572,95.55618307,146.9015506,382.4120092
5163,7743,125.1313216,95.55686812,146.9017316,382.4100787
5164,7744.5,125.1323851,95.55755256,146.9019124,382.4081499
5165,7746,125.1334477,95.5582364,146.9020931,382.4062228
5166,7747.5,125.1345093,95.55891965,146.9022736,382.4042974
5167,7749,125.13557,95.55960229,146.902454,382.4023737
5168,7750.5,125.1366298,95.56028433,146.9026342,382.4004516
5169,7752,125.1376887,95.56096578,146.9028143,382.3985312
5170,7753.5,125.1387467,95.56164662,146.9029942,382.3966125
5171,7755,125.1398037,95.56232687,146.9031739,382.3946955
5172,7756.5,125.1408598,95.56300652,146.9033535,382.3927802
5173,7758,125.141915,95.56368558,146.9035329,382.3908665
5174,7759.5,125.1429693,95.56436403,146.9037122,382.3889545
5175,7761,125.1440227,95.5650419,146.9038913,382.3870441
5176,7762.5,125.1450751,95.56571916,146.9040702,382.3851355
5177,7764,125.1461267,95.56639583,146.904249,382.3832285
5178,7765.5,125.1471773,95.56707191,146.9044277,382.3813231
5179,7767,125.148227,95.5677474,146.9046062,382.3794195
5180,7768.5,125.1492758,95.56842229,146.9047845,382.3775175
5181,7770,125.1503237,95.56909659,146.9049627,382.3756171
5182,7771.5,125.1513706,95.56977029,146.9051407,382.3737184
5183,7773,125.1524167,95.57044341,146.9053185,382.3718214
5184,7774.5,125.1534618,95.57111593,146.9054962,382.369926
5185,7776,125.154506,95.57178786,146.9056738,382.3680323
5186,7777.5,125.1555494,95.5724592,146.9058512,382.3661402
5187,7779,125.1565918,95.57312996,146.9060284,382.3642498
5188,7780.5,125.1576333,95.57380012,146.9062055,382.3623611
5189,7782,125.1586739,95.5744697,146.9063824,382.360474
5190,7783.5,125.1597136,95.57513869,146.9065592,382.3585885
5191,7785,125.1607524,95.57580709,146.9067358,382.3567047
5192,7786.5,125.1617903,95.5764749,146.9069123,382.3548225
5193,7788,125.1628273,95.57714213,146.9070886,382.352942
5194,7789.5,125.1638633,95.57780877,146.9072648,382.3510631
5195,7791,125.1648985,95.57847482,146.9074408,382.3491859
5196,7792.5,125.1659328,95.57914029,146.9076166,382.3473103
5197,7794,125.1669662,95.57980518,146.9077923,382.3454363
5198,7795.5,125.1679987,95.58046948,146.9079678,382.343564
