"","x"
"1",21.3136069419956
"2",37.6563474888783
"3",17.3933150565312
"4",19.031880864238
"5",14.6507562849088
"6",19.2502861638925
"7",23.6458152274518
"8",23.8072056788715
"9",14.3716413247284
"10",28.642302964092
"11",23.1375957261455
"12",23.4273830343648
"13",23.1048653754417
"14",18.8569287240638
"15",29.3446437367283
"16",26.0520264022053
"17",13.9229749011876
"18",29.7652673427321
"19",14.4987335985693
"20",24.0730475255384
