"","x"
"1",24.3767453268505
"2",27.3116136414848
"3",30.0716750163558
"4",17.6472575319432
"5",24.9163788983054
"6",15.3095006338857
"7",27.5699831369187
"8",27.7813358957214
"9",24.6375778038495
"10",24.9107843723924
"11",20.8346545302236
"12",25.8201642270733
"13",22.2100648338612
"14",18.8448597111751
"15",14.6271258775005
"16",23.69847552857
"17",18.7628050390458
"18",16.5816273676935
"19",27.5011611958944
"20",21.2995295223623
