"","x"
"1",26.7431667547511
"2",48.8223552515244
"3",25.3952266274719
"4",24.9769508831297
"5",24.8361521988076
"6",24.2568971411634
"7",18.6654308053222
"8",1.23741983219273
"9",0.889187170563039
"10",0.769338527557436
"11",0.717424131486034
"12",0.754974714008993
"13",0.695995476218367
"14",0.625212749958668
"15",0.485992097056273
"16",0.401511344577763
"17",0.471404520791031
"18",0.402517331328978
"19",0.368452949177471
"20",0.458870281282637
"21",0.373219679669936
