"","S_C_avg_no_extinct_0125.sd","I_C_avg_no_extinct_0125.sd","S_N_avg_no_extinct_0125.sd","I_N_avg_no_extinct_0125.sd"
"184",14.2015340860717,16.3495558880524,10.2475341569409,17.2045426973477
"185",14.2258485894183,16.636571467826,10.2913745048027,17.3392490261953
"186",14.2548439907484,15.9241010557625,10.6080252619784,17.7259306322699
"187",13.7883626492603,16.0235281038949,10.4388354083954,18.5863964546229
"188",13.7434754295672,16.3553295528558,10.4723330166977,18.4992158040238
"189",14.1896844545104,16.7891970842647,9.59431692913214,17.9196884451817
"190",15.1948656280788,16.5905124725624,9.63217568844621,18.1742635304786
"191",15.6671074557394,16.1845481890122,9.47895280498419,18.0464253908566
"192",16.1790193739771,15.8442155748407,9.22728872111722,18.3979297142242
"193",15.3862454538175,15.3479199796424,9.65897589270288,17.6963147217431
"194",15.354526774726,14.688779922696,9.26508976051823,18.1430332563517
"195",14.5750427003691,14.3528939891127,8.6383749244755,18.2348679793602
"196",13.9906836510924,14.4722240521869,8.86666852660388,18.0853527338715
"197",13.6981100493438,13.6469154529937,8.81824769870853,18.1872348146738
"198",13.2711210951696,13.255710974073,8.91446793760546,17.3904972902107
"199",12.9560966786357,13.2647120999833,8.81238984618088,16.9237866241651
"200",12.6065771919747,13.2280553039479,8.84296915542612,16.7067051543384
"201",12.8308372870802,12.7408723759897,9.37784245371963,16.8845681471933
"202",13.2106601632967,12.2782705057785,9.29657484533284,17.1132922066587
"203",13.4907452034001,12.777515166742,9.10686910716658,17.3762787999924
"204",13.5022005887186,13.1464641514995,8.87365216479115,17.0748893109272
"205",13.4006879463549,12.8343231834403,9.13569569816702,17.2290043235657
"206",13.8024836510364,12.8510808219829,8.96438129106301,16.6646566505947
"207",13.8700866340642,12.2555083556182,8.80975780665011,16.1500450099668
"208",13.3592435322926,12.2628146596376,9.04336878979473,16.3692762675884
"209",12.7754983492035,11.7389228126906,8.86587801813021,16.9527214324483
"210",12.2961380659892,12.0757077211058,8.93553263986145,16.9510068026164
"211",12.4711251737921,11.8729444943877,8.80210287649739,16.5377512700078
"212",11.9698997188155,11.8693238775181,8.41018367489528,15.659632100078
"213",12.0943347653267,10.9341463112378,9.02388091212096,16.0438933591819
"214",12.9699953438997,11.1351492192249,9.12241808113852,16.1115916305342
"215",12.6616775644719,10.8830953586111,8.81200386291242,15.3626202520957
"216",12.9483059543401,10.6943055646932,8.86290135385491,15.0698504196896
"217",13.2822226943819,10.544699252873,8.58840310555606,15.1239229280318
"218",13.0586738645389,10.6592526027033,8.40106058818709,15.1807565696443
"219",13.6389298760301,11.2964586187116,8.62762960371212,15.402923473671
"220",14.2509172166992,11.3850723401874,8.41899081291682,15.6366309009581
"221",14.6755890103765,11.6901080870623,7.82264497976795,15.3099563672204
"222",14.8268922803761,11.820690154501,8.02581641504556,15.8688840221105
"223",14.3974490399504,11.3677312762121,7.80000211428754,16.5123779961336
"224",14.1083798569942,11.3604390472063,7.94764874624514,16.7829523993521
"225",13.6437882625376,11.2300488473558,8.17640742778068,16.672670532708
"226",14.1215531821187,11.9524240698762,8.32463367788364,17.1500045225258
"227",14.1442854963999,11.9326167631377,8.79587101649265,16.9006701956231
"228",14.1324535029115,11.5913284429862,8.84792146697258,17.1086298521974
"229",13.7029850627133,12.1431457397162,9.16347557881672,17.2241997521403
"230",13.5208978025169,12.4864882652451,9.35260621659394,17.3424943680247
"231",12.8746633869933,12.5981694475094,9.42237104272541,16.7779586639278
"232",12.7891741995265,12.8457701826415,9.28031811239041,16.3746401308412
"233",13.3564657096224,12.9097768246526,8.73941919974529,16.7594264696815
"234",13.581480290645,12.7595462057805,8.6955775811738,16.738687925563
"235",13.4346567526465,12.6292942144926,8.54857463095371,16.2516605561018
"236",13.518885146986,13.0851436890789,8.17016509066619,16.2604484906312
"237",13.0513076594779,12.92837411057,8.35973554089779,16.477798134914
"238",12.9116529260281,13.0152931627429,8.14108484295057,16.5140133392758
"239",13.226309805767,13.0151902119147,8.32424984223759,16.6421898187252
"240",13.4873983955893,12.8218209693679,8.30857174615083,16.3338886480638
"241",13.5584201345526,12.6357563154066,8.44346520811664,16.6261412068036
"242",13.951309741246,13.0610888856082,8.85865555206115,16.3893439695875
"243",14.0597570276576,12.8639552258539,8.52292674816381,15.5792770508827
"244",14.4718893131727,12.7159637007421,8.67193360722664,15.8875337648112
"245",14.4188600467021,13.0941439920744,8.81905416397614,15.3982988241895
"246",14.4226624849939,13.1752846709115,9.41667008718147,16.3827707135368
"247",14.6679386079151,13.5474687869694,9.3103569118269,16.6065148293173
"248",15.3108248119217,13.8200139288202,9.1314864357837,16.5293913747839
"249",14.8746151008028,13.3969647380647,9.38221583774185,16.4346685467395
"250",14.34203903544,13.6164741915214,9.15537337731261,16.2455899221663
"251",14.3116287321036,13.1443941632148,9.14103066171652,16.0332896832303
"252",14.1343569132619,12.7101262713249,9.5148550978177,16.2526308860885
"253",13.9595301040409,12.0399767010173,9.75343313114636,16.3040452769649
"254",13.8946473323289,12.6994985105759,9.67955978084853,16.5201912277804
"255",13.8808874086084,12.7672745051171,9.59415578311518,16.9532807777142
"256",13.1625190151177,12.6908437038148,9.6613125726619,16.1729469659742
"257",12.87214933127,11.827698624483,9.75944431034643,15.9287283461169
"258",13.5053834597683,11.3649292193844,10.1322424794483,16.2107970260105
"259",13.7311479429121,11.1775830671965,9.95816853611607,16.354774966136
"260",13.9834103787839,12.0264087885284,9.67164480608128,15.7379658913678
"261",13.9404378356669,12.7343179251971,9.61185492514534,15.4592914729892
"262",13.7651548761793,12.1745956491696,9.59040568806114,15.7498482550696
"263",13.6675339483777,11.9284353363416,9.43169741349738,15.1337539683109
"264",13.4993376537243,11.7905342367565,9.23530550995994,15.1451235745719
"265",12.9601533211776,11.7238724717945,9.53230140891928,15.5293592183459
"266",12.5480893148935,11.3450683179585,9.27841871243907,15.2028949493937
"267",11.920586884538,11.0733764520239,9.12986089301411,14.8435738347888
"268",12.3869282947327,12.2123383509609,9.01587047537716,14.5738475201262
"269",11.8610887226016,12.6880657701248,8.95078045930948,13.8662515993253
"270",12.980647790794,12.9932272289818,8.53202825131401,15.0314450859827
"271",12.5346109166083,12.7744091353361,8.68239854688217,15.199118170343
"272",12.6794925787764,12.7778055622474,8.97936203112924,14.7060246637226
"273",13.675879664618,13.4513791145167,8.97568809093954,15.405646749245
"274",13.6023419473368,13.8123523002706,8.63826753743119,15.308562713465
"275",13.666613873829,13.0946398918857,8.91758920547941,14.9257766462283
"276",13.7427329421717,13.4456539898282,8.90263187247761,14.7975202254887
"277",13.7622343015414,12.8982028346447,9.04186419848693,14.6944766420852
"278",13.3863278937687,12.6903645130439,8.70847628842903,14.3820775913689
"279",13.7201767049363,12.9455832684184,8.75803368278909,14.0268832210263
"280",13.2656678193082,13.2354477404946,8.80937170805865,13.2882586897754
"281",12.8105939461906,14.2987602768403,8.83450302053671,12.8110364577834
"282",13.1583837641984,14.4136550845478,9.24240092457292,13.0637085995811
"283",13.5294634848999,14.2120177006752,9.29160652215338,13.2998807309786
"284",13.7380821085264,13.9373617136015,8.79124111993168,14.552622048727
"285",14.1668722019358,14.862164763431,8.89090757329131,14.4873077612026
"286",14.4949610590679,14.531010917797,9.2379501929971,14.998584417503
"287",14.2250950510171,14.0691888109875,9.41955929433676,15.5530691242492
"288",14.167003160906,14.5252500882342,9.01281755229075,15.7045293076583
"289",14.4620145901949,14.7797755255153,9.1669168459704,15.6500457893786
"290",14.4380050026307,15.0258898402608,9.08600878029267,16.2589841647273
"291",14.4406176051148,15.5408373401149,8.91876806684299,16.1233073208024
"292",14.2476766325202,15.079627855233,8.56693003645023,16.2063520329923
"293",14.4634256776719,15.4484600045461,8.88587482397444,16.3173789027789
"294",15.012301696487,15.4875016939418,8.41238938690231,16.3531363045899
"295",14.7424882779901,14.249897380167,8.25559285820999,15.8827452144555
"296",14.6280483311957,14.3312262045821,8.33706780886163,15.5224417106486
"297",14.495394814587,14.1194947477436,8.32299915815211,16.0525638841973
"298",15.039739840818,14.3319453959757,8.48626523201615,16.5415090404657
"299",14.4789528009281,13.5955356636452,8.50007578755304,16.6193391110521
"300",14.2805834942087,13.2421277610383,8.42350717328182,16.4777606038137
