,x
1,39.04093337
2,37.66147618
3,39.13571623
4,38.20476035
5,35.87479136
6,34.76538939
7,34.26060101
8,33.54951991
9,32.55656184
10,32.40681838
11,29.63080204
12,25.40205928
13,26.09545403
14,28.7531751
15,29.58913484
16,29.4159893
17,28.24070529
18,29.821863
19,24.112308
20,25.1423
21,23.998123
22,11.12947
23,8.12894
24,0
25,0
26,0
